SEQ_NO,FINAN_YEAR,ADMNSTMACH_CD,ADMNSTMACH_NM,TOT_ANEXPTR_BUDGET_PRICE,BEFORE_YEAR_ANEXPTR_BUDGET_PRICE,ANEXPTR_BUDGET_IRDS_RT,CLTUR_TURSM_BUDGET_PRICE,BEFORE_YEAR_CLTUR_TURSM_BUDGET_PRICE,CLTUR_TURSM_BUDGET_IRDS_RT,CLTUR_TURSM_BUDGET_RATE,TOT_POPLTN_CO,ONE_PSNBY_CLTUR_TURSM_BUDGET_PRICE
435,2017,4680000000,전라남도 장흥군,316717074000,329131538000,-3.77,1205752000,1056461000,14.13,0.38,40669,29648
436,2017,4681000000,전라남도 강진군,316670380000,291504744000,8.63,4085558000,6561719000,-37.74,1.29,37753,108218
437,2017,4682000000,전라남도 해남군,537656358000,518988424000,3.6,1789260000,2411427000,-25.8,0.33,75121,23818
438,2017,4683000000,전라남도 영암군,410199048000,398092365000,3.04,372751000,1298625000,-71.3,0.09,57045,6534
439,2017,4684000000,전라남도 무안군,397215121000,395096202000,0.54,74634000,178696000,-58.23,0.02,82109,909
440,2017,4686000000,전라남도 함평군,320668856000,334114138000,-4.02,289889000,501100000,-42.15,0.09,34397,8428
441,2017,4687000000,전라남도 영광군,441485836000,430923405000,2.45,1564961000,896528000,74.56,0.35,55618,28138
442,2017,4688000000,전라남도 장성군,357108053000,343681033000,3.91,604395000,733621000,-17.61,0.17,46104,13109
443,2017,4689000000,전라남도 완도군,348505106000,351290142000,-0.79,404023000,189951000,112.7,0.12,52668,7671
444,2017,4690000000,전라남도 진도군,293147047000,289250165000,1.35,305073000,994500000,-69.32,0.1,32078,9510
445,2017,4691000000,전라남도 신안군,421864880000,412459170000,2.28,1026031000,151412000,577.64,0.24,42652,24056
446,2017,4700000000,경상북도,8563033232000,8529707555000,0.39,70898738000,77141359000,-8.09,0.83,2700398,26255
447,2017,4711000000,경상북도 포항시,1653843033000,1468229873000,12.64,1421146000,2852915000,-50.19,0.09,516775,2750
448,2017,4713000000,경상북도 경주시,1184022532000,1126698022000,5.09,39224126000,42017041000,-6.65,3.31,259452,151181
449,2017,4715000000,경상북도 김천시,888386182000,820126290000,8.32,332071000,557741000,-40.46,0.04,142256,2334
450,2017,4717000000,경상북도 안동시,879747116000,786535377000,11.85,5273356000,4460766000,18.22,0.6,168798,31241
451,2017,4719000000,경상북도 구미시,1149594132000,1121561638000,2.5,564879000,869299000,-35.02,0.05,419891,1345
452,2017,4721000000,경상북도 영주시,596835064000,563358084000,5.94,874103000,1071143000,-18.4,0.15,109247,8001
453,2017,4723000000,경상북도 영천시,644418494000,637287426000,1.12,588214000,1054604000,-44.22,0.09,100521,5852
454,2017,4725000000,경상북도 상주시,690651528000,670044612000,3.08,3681180000,5655540000,-34.91,0.53,101799,36161
455,2017,4728000000,경상북도 문경시,567254000000,534279000000,6.17,1592294000,874424000,82.1,0.28,74702,21315
456,2017,4729000000,경상북도 경산시,836574750000,737164968000,13.49,1419166000,1382856000,2.63,0.17,258037,5500
457,2017,4772000000,경상북도 군위군,314744925000,284010567000,10.82,687314000,1733354000,-60.35,0.22,24171,28435
458,2017,4773000000,경상북도 의성군,501194903000,481113538000,4.17,877716000,711186000,23.42,0.18,54014,16250
459,2017,4775000000,경상북도 청송군,307694758000,298006489000,3.25,1050496000,1046092000,0.42,0.34,26301,39941
460,2017,4776000000,경상북도 영양군,248591066000,246694957000,0.77,439909000,91609000,380.2,0.18,17713,24835
461,2017,4777000000,경상북도 영덕군,371924906000,367084044000,1.32,141785000,1918935000,-92.61,0.04,39052,3631
462,2017,4782000000,경상북도 청도군,327492753000,314558268000,4.11,1741213000,1037903000,67.76,0.53,43564,39969
463,2017,4783000000,경상북도 고령군,281759896000,279573937000,0.78,763926000,418976000,82.33,0.27,34257,22300
464,2017,4784000000,경상북도 성주군,387000000000,399664000000,-3.17,3806048000,2729819000,39.42,0.98,45205,84195
465,2017,4785000000,경상북도 칠곡군,451000000000,436400000000,3.35,799347000,982847000,-18.67,0.18,123199,6488
466,2017,4790000000,경상북도 예천군,386085294000,383392696000,0.7,3521931000,3024881000,16.43,0.91,46166,76288
467,2017,4792000000,경상북도 봉화군,336590580000,313639304000,7.32,1035143000,906491000,14.19,0.31,33539,30864
468,2017,4793000000,경상북도 울진군,716986060000,643313024000,11.45,190971000,815371000,-76.58,0.03,51738,3691
469,2017,4794000000,경상북도 울릉군,154754879000,154081413000,0.44,1886839000,2024104000,-6.78,1.22,10001,188665
470,2017,4800000000,경상남도,7726974504000,7542890476000,2.44,28620866000,29622004000,-3.38,0.37,3373871,8483
471,2017,4812000000,경상남도 창원시,2708545548000,2638969592000,2.64,12370756000,6717477000,84.16,0.46,1063907,11628
472,2017,4817000000,경상남도 진주시,1095550086000,1054775316000,3.87,424683000,1394760000,-69.55,0.04,346739,1225
473,2017,4822000000,경상남도 통영시,511825338000,473485167000,8.1,791287000,487565000,62.29,0.15,138160,5727
474,2017,4824000000,경상남도 사천시,567683852000,542344396000,4.67,765400000,727300000,5.24,0.13,114912,6661
475,2017,4825000000,경상남도 김해시,1323086982000,1203872753000,9.9,2217443000,1352770000,63.92,0.17,529422,4188
476,2017,4827000000,경상남도 밀양시,598425285000,572905002000,4.45,2573062000,1269952000,102.61,0.43,108354,23747
477,2017,4831000000,경상남도 거제시,640575202000,681537776000,-6.01,221000000,202000000,9.41,0.03,257183,859
478,2017,4833000000,경상남도 양산시,900981643000,911389903000,-1.14,2219152000,1867492000,18.83,0.25,317037,7000
479,2017,4872000000,경상남도 의령군,377802130000,360125421000,4.91,226860000,199300000,13.83,0.06,28111,8070
480,2017,4873000000,경상남도 함안군,406515666000,399221830000,1.83,2512450000,1789582000,40.39,0.62,68937,36446
481,2017,4874000000,경상남도 창녕군,458830942000,432367237000,6.12,1904260000,2070200000,-8.02,0.42,63982,29762
482,2017,4882000000,경상남도 고성군,383806117000,373548596000,2.75,1866240000,818111000,128.12,0.49,54703,34116
483,2017,4884000000,경상남도 남해군,391164355000,361992769000,8.06,687708000,627588000,9.58,0.18,45129,15239
484,2017,4885000000,경상남도 하동군,427877157000,397256415000,7.71,1027380000,1582107000,-35.06,0.24,49622,20704
485,2017,4886000000,경상남도 산청군,358820180000,353075144000,1.63,538778000,1204330000,-55.26,0.15,36098,14925
486,2017,4887000000,경상남도 함양군,385075116000,355919750000,8.19,1202430000,1163180000,3.37,0.31,40241,29881
487,2017,4888000000,경상남도 거창군,479183990000,461772495000,3.77,289460000,405854000,-28.68,0.06,63308,4572
488,2017,4889000000,경상남도 합천군,476254527000,456512437000,4.32,3722698000,2510540000,48.28,0.78,48026,77514
489,2017,5000000000,제주특별자치도,5104290043000,4606950463000,10.8,19187304000,20513983000,-6.47,0.38,641597,29906
490,2018,1100000000,서울특별시,33867016155000,32015393602000,5.78,77762249000,77373161000,0.5,0.23,9857426,7889
491,2018,1111000000,서울특별시 종로구,509143439000,448203573000,13.6,109739000,319700000,-65.67,0.02,152737,718
492,2018,1114000000,서울특별시 중구,457408501000,425944449000,7.39,391068000,270068000,44.8,0.09,125249,3122
493,2018,1117000000,서울특별시 용산구,425137651000,386802792000,9.91,55908000,41908000,33.41,0.01,230241,243
494,2018,1120000000,서울특별시 성동구,473653634000,435998642000,8.64,64209000,64209000,0,0.01,299259,215
495,2018,1121500000,서울특별시 광진구,540058469000,465166018000,16.1,142572000,289173000,-50.7,0.03,357215,399
496,2018,1123000000,서울특별시 동대문구,540606087000,474081671000,14.03,160525000,83150000,93.05,0.03,355069,452
497,2018,1126000000,서울특별시 중랑구,598910507000,533777778000,12.2,267282000,83599000,219.72,0.04,411005,650
498,2018,1129000000,서울특별시 성북구,654567325000,573356424000,14.16,230616000,357260000,-35.45,0.04,450355,512
499,2018,1130500000,서울특별시 강북구,625116482000,540875475000,15.57,332579000,84840000,292.01,0.05,327195,1016
500,2018,1132000000,서울특별시 도봉구,552311772000,486238872000,13.59,121702000,6550000,1758.05,0.02,348220,349
501,2018,1135000000,서울특별시 노원구,817693708000,729926498000,12.02,282123000,307025000,-8.11,0.03,567581,497
502,2018,1138000000,서울특별시 은평구,676732329000,587507617000,15.19,357567000,18000000,1886.48,0.05,491476,728
503,2018,1141000000,서울특별시 서대문구,518422063000,439776531000,17.88,16429000,22850000,-28.1,0,314194,52
504,2018,1144000000,서울특별시 마포구,607190936000,594239212000,2.18,69000000,34000000,102.94,0.01,379892,182
505,2018,1147000000,서울특별시 양천구,640412597000,565159420000,13.32,128520000,67352000,90.82,0.02,477739,269
506,2018,1150000000,서울특별시 강서구,882461807000,792117900000,11.41,546887000,402733000,35.79,0.06,595485,918
507,2018,1153000000,서울특별시 구로구,635781434000,575146792000,10.54,0,0,,0,417551,0
508,2018,1154500000,서울특별시 금천구,415503060000,379371184000,9.52,277946000,0,,0.07,235386,1181
509,2018,1156000000,서울특별시 영등포구,551748191000,499235859000,10.52,0,0,,0,370613,0
510,2018,1159000000,서울특별시 동작구,563783631000,507933204000,11,206112000,33400000,517.1,0.04,400997,514
511,2018,1162000000,서울특별시 관악구,629732299000,557263834000,13,74060000,0,,0.01,506851,146
512,2018,1165000000,서울특별시 서초구,791158956000,775857522000,1.97,4100000,0,,0,447192,9
513,2018,1168000000,서울특별시 강남구,1116394383000,985472585000,13.29,71769000,200000000,-64.12,0.01,567115,127
514,2018,1171000000,서울특별시 송파구,748745073000,642037368000,16.62,261997000,222315000,17.85,0.03,657831,398
515,2018,1174000000,서울특별시 강동구,643467658000,553382324000,16.28,148730000,137275000,8.34,0.02,444168,335
516,2018,2600000000,부산광역시,11999130268000,11292657601000,6.26,9410063000,25368834000,-62.91,0.08,3498529,2690
517,2018,2611000000,부산광역시 중구,162753418000,143310984000,13.57,0,0,,0,45208,0
518,2018,2614000000,부산광역시 서구,237936341000,216215686000,10.05,28923000,141410000,-79.55,0.01,112973,256
519,2018,2617000000,부산광역시 동구,220102825000,201450885000,9.26,25486000,90321000,-71.78,0.01,89826,284
520,2018,2620000000,부산광역시 영도구,258236679000,230304383000,12.13,178378000,251800000,-29.16,0.07,126362,1412
521,2018,2623000000,부산광역시 부산진구,510289800000,433269390000,17.78,282910000,8250000,3329.21,0.06,376526,751
522,2018,2626000000,부산광역시 동래구,361830287000,328814126000,10.04,118462000,168196000,-29.57,0.03,272745,434
523,2018,2629000000,부산광역시 남구,335129589000,278264987000,20.44,0,0,,0,278779,0
524,2018,2632000000,부산광역시 북구,404596914000,363898733000,11.18,112880000,98270000,14.87,0.03,310202,364
525,2018,2635000000,부산광역시 해운대구,517823282000,476279691000,8.72,53046000,436890000,-87.86,0.01,419853,126
526,2018,2638000000,부산광역시 사하구,423055754000,393726811000,7.45,123790000,64324000,92.45,0.03,334603,370
527,2018,2641000000,부산광역시 금정구,357298287000,320228743000,11.58,1125253000,884510000,27.22,0.31,244624,4600
528,2018,2644000000,부산광역시 강서구,270964808000,236604419000,14.52,48264000,97560000,-50.53,0.02,108909,443
529,2018,2647000000,부산광역시 연제구,294989614000,262718480000,12.28,12426000,134350000,-90.75,0,207268,60
530,2018,2650000000,부산광역시 수영구,260739327000,241630705000,7.91,136426000,152920000,-10.79,0.05,179324,761
531,2018,2653000000,부산광역시 사상구,338137556000,312849551000,8.08,156642000,363628000,-56.92,0.05,232800,673
532,2018,2671000000,부산광역시 기장군,488140524000,491510982000,-0.69,430858000,1199124000,-64.07,0.09,158527,2718
533,2018,2700000000,대구광역시,8225054197000,7548357538000,8.96,6330233000,6494042000,-2.52,0.08,2484557,2548
534,2018,2711000000,대구광역시 중구,215093513000,208209898000,3.31,285800000,397200000,-28.05,0.13,79712,3585
535,2018,2714000000,대구광역시 동구,546915163000,493783051000,10.76,2150352000,1103618000,94.85,0.39,351352,6120
536,2018,2717000000,대구광역시 서구,333071273000,303296792000,9.82,0,0,,0,199507,0
537,2018,2720000000,대구광역시 남구,310448396000,287492597000,7.98,128536000,6380000,1914.67,0.04,156433,822
538,2018,2723000000,대구광역시 북구,559865401000,490941848000,14.04,80534000,81449000,-1.12,0.01,440383,183
539,2018,2726000000,대구광역시 수성구,543168356000,491990989000,10.4,110251000,89812000,22.76,0.02,447011,247
540,2018,2729000000,대구광역시 달서구,675723545000,613703633000,10.11,3235000,58630000,-94.48,0,591891,5
541,2018,2771000000,대구광역시 달성군,670611471000,594509104000,12.8,1154793000,883748000,30.67,0.17,218268,5291
542,2018,2800000000,인천광역시,9538301886000,8945189924000,6.63,7975046000,6052569000,31.76,0.08,2943069,2710
543,2018,2811000000,인천광역시 중구,356594747000,308672969000,15.53,726311000,397252000,82.83,0.2,115249,6302
544,2018,2814000000,인천광역시 동구,257196669000,191263935000,34.47,159362000,513724000,-68.98,0.06,71014,2244
545,2018,2817700000,인천광역시 미추홀구,599021159000,510547561000,17.33,127268000,468690000,-72.85,0.02,417103,305
546,2018,2818500000,인천광역시 연수구,535760677000,458545081000,16.84,737171000,277489000,165.66,0.14,328627,2243
547,2018,2820000000,인천광역시 남동구,749535539000,657653885000,13.97,46974000,41760000,12.49,0.01,530982,88
548,2018,2823700000,인천광역시 부평구,737555302000,634218889000,16.29,60369000,60145000,0.37,0.01,549716,110
549,2018,2824500000,인천광역시 계양구,432337227000,374031727000,15.59,19000000,20000000,-5,0,330284,58
550,2018,2826000000,인천광역시 서구,779809591000,601398175000,29.67,497013000,376752000,31.92,0.06,510733,973
551,2018,2871000000,인천광역시 강화군,444111527000,392186697000,13.24,5470447000,3896999000,40.38,1.23,68010,80436
552,2018,2872000000,인천광역시 옹진군,271003935000,265951609000,1.9,312600000,163600000,91.08,0.12,21351,14641
553,2018,2900000000,광주광역시,4831332449000,4314108458000,11.99,22937075000,17104076000,34.1,0.47,1469214,15612
554,2018,2911000000,광주광역시 동구,223194668000,218231918000,2.27,14671000,180170000,-91.86,0.01,95791,153
555,2018,2914000000,광주광역시 서구,427343784000,377583601000,13.18,8000000,58000000,-86.21,0,309579,26
556,2018,2915500000,광주광역시 남구,329053321000,290017830000,13.46,1388000000,143100000,869.95,0.42,219729,6317
557,2018,2917000000,광주광역시 북구,590398512000,510238541000,15.71,162134000,67420000,140.48,0.03,441066,368
558,2018,2920000000,광주광역시 광산구,558649256000,503274831000,11,660000000,146420000,350.76,0.12,403049,1638
559,2018,3000000000,대전광역시,5245889339000,4542052884000,15.5,2586896000,2106050000,22.83,0.05,1514370,1708
560,2018,3011000000,대전광역시 동구,445820244000,385968716000,15.51,205329000,151838000,35.23,0.05,234959,874
561,2018,3014000000,대전광역시 중구,396943784000,353496910000,12.29,0,85000000,-100,0,252490,0
562,2018,3017000000,대전광역시 서구,643714927000,559124352000,15.13,3529184000,131942000,2574.8,0.55,491011,7188
563,2018,3020000000,대전광역시 유성구,502720660000,452655950000,11.06,156202000,136872000,14.12,0.03,343222,455
564,2018,3023000000,대전광역시 대덕구,381256469000,335401962000,13.67,268854000,58452000,359.96,0.07,192688,1395
565,2018,3100000000,울산광역시,3917128549000,3707655279000,5.65,3975404000,5168040000,-23.08,0.1,1172304,3391
566,2018,3111000000,울산광역시 중구,353151079000,300149428000,17.66,1017117000,1383330000,-26.47,0.29,242536,4194
567,2018,3114000000,울산광역시 남구,465551969000,420810300000,10.63,0,25000000,-100,0,340714,0
568,2018,3117000000,울산광역시 동구,259495692000,239896183000,8.17,69693000,145340000,-52.05,0.03,174514,399
569,2018,3120000000,울산광역시 북구,308229514000,271128272000,13.68,141045000,1024126000,-86.23,0.05,195285,722
570,2018,3171000000,울산광역시 울주군,1091774115000,1064758996000,2.54,2002949000,3209399000,-37.59,0.18,219255,9135
571,2018,3600000000,세종특별자치시,1723055251000,1412782992000,21.96,2966040000,858400000,245.53,0.17,243048,12204
572,2018,4100000000,경기도,26804640261000,24112525180000,11.16,47775186000,41982490000,13.8,0.18,12716780,3757
573,2018,4111000000,경기도 수원시,2849229612000,2509073154000,13.56,15644929000,15345169000,1.95,0.55,1194041,13103
574,2018,4113000000,경기도 성남시,3359687021000,2938232174000,14.34,1437293000,1116867000,28.69,0.04,974580,1475
575,2018,4115000000,경기도 의정부시,1001660485000,885904940000,13.07,1411865000,832769000,69.54,0.14,438457,3220
576,2018,4117000000,경기도 안양시,1435516777000,1163739460000,23.35,868497000,877662000,-1.04,0.06,597414,1454
577,2018,4119000000,경기도 부천시,1859145618000,1518313490000,22.45,2005016000,1642611000,22.06,0.11,851380,2355
578,2018,4121000000,경기도 광명시,823116569000,728584863000,12.97,1145737000,124437000,820.74,0.14,339484,3375
579,2018,4122000000,경기도 평택시,1592081153000,1357391413000,17.29,337695000,2966801000,-88.62,0.02,470832,717
580,2018,4125000000,경기도 동두천시,427721401000,422486879000,1.24,374990000,237032000,58.2,0.09,98277,3816
581,2018,4127000000,경기도 안산시,2380511537000,2884903209000,-17.48,1252694000,1235781000,1.37,0.05,689859,1816
582,2018,4128000000,경기도 고양시,2101712964000,1708922594000,22.98,2295522000,2342400000,-2,0.11,1039684,2208
583,2018,4129000000,경기도 과천시,349816000000,311192198000,12.41,244116000,192378000,26.89,0.07,63778,3828
584,2018,4131000000,경기도 구리시,533253128000,437307599000,21.94,334173000,270519000,23.53,0.06,193763,1725
585,2018,4136000000,경기도 남양주시,1424627303000,1262505385000,12.84,1354019000,1136923000,19.1,0.1,662154,2045
586,2018,4137000000,경기도 오산시,578452763000,486267234000,18.96,240402000,658321000,-63.48,0.04,208656,1152
587,2018,4139000000,경기도 시흥시,1890662961000,1639105543000,15.35,586828000,426083000,37.73,0.03,402888,1457
588,2018,4141000000,경기도 군포시,673909891000,617259158000,9.18,492939000,1343899000,-63.32,0.07,284890,1730
589,2018,4143000000,경기도 의왕시,424381146000,379685692000,11.77,497548000,416960000,19.33,0.12,156763,3174
590,2018,4145000000,경기도 하남시,606072835000,536784264000,12.91,102838000,35000000,193.82,0.02,211101,487
591,2018,4146000000,경기도 용인시,2361904307000,1988741302000,18.76,1655677000,1121472000,47.63,0.07,991126,1671
592,2018,4148000000,경기도 파주시,1135191453000,1001994726000,13.29,1333675000,1790046000,-25.49,0.12,430781,3096
593,2018,4150000000,경기도 이천시,853749522000,671995646000,27.05,50784000,291457000,-82.58,0.01,210359,241
594,2018,4155000000,경기도 안성시,731953642000,602009753000,21.59,3904821000,487559000,700.89,0.53,182896,21350
595,2018,4157000000,경기도 김포시,1035237952000,1110469751000,-6.77,1574888000,1537329000,2.44,0.15,363443,4333
596,2018,4159000000,경기도 화성시,2376444261000,1916351060000,24.01,3337970000,6057688000,-44.9,0.14,640890,5208
597,2018,4161000000,경기도 광주시,905445115000,703680322000,28.67,3983611000,1976618000,101.54,0.44,327723,12155
598,2018,4163000000,경기도 양주시,710131094000,638091044000,11.29,710277000,128464000,452.9,0.1,205513,3456
599,2018,4165000000,경기도 포천시,596520930000,486544130000,22.6,1767612000,257941000,585.28,0.3,154763,11421
600,2018,4167000000,경기도 여주시,599332833000,548525443000,9.26,1214196000,467357000,159.8,0.2,111563,10884
601,2018,4180000000,경기도 연천군,396543706000,369233656000,7.4,3503822000,575168000,509.18,0.88,45907,76324
602,2018,4182000000,경기도 가평군,416639635000,416982088000,-0.08,256624000,49894000,414.34,0.06,62448,4109
603,2018,4183000000,경기도 양평군,580109035000,477161113000,21.58,690080000,1117293000,-38.24,0.12,111367,6196
604,2018,4200000000,강원도,6105353758000,5871774807000,3.98,19272643000,16126900000,19.51,0.32,1550806,12428
605,2018,4211000000,강원도 춘천시,1366063008000,1127361754000,21.17,730486000,141965000,414.55,0.05,280707,2602
606,2018,4213000000,강원도 원주시,1156754874000,985182615000,17.42,1652224000,732250000,125.64,0.14,337979,4889
607,2018,4215000000,강원도 강릉시,884211883000,787635815000,12.26,1364696000,1427150000,-4.38,0.15,213846,6382
608,2018,4217000000,강원도 동해시,369430423000,342029588000,8.01,625518000,1033630000,-39.48,0.17,93297,6705
609,2018,4219000000,강원도 태백시,322270103000,311373744000,3.5,30625000,17000000,80.15,0.01,47070,651
610,2018,4221000000,강원도 속초시,338776121000,310294979000,9.18,181000000,69000000,162.32,0.05,81793,2213
611,2018,4223000000,강원도 삼척시,502123409000,464544336000,8.09,3626532000,1912952000,89.58,0.72,69599,52106
612,2018,4272000000,강원도 홍천군,532640476000,478572152000,11.3,106000000,264460000,-59.92,0.02,70076,1513
613,2018,4273000000,강원도 횡성군,392924780000,350328805000,12.16,91380000,77700000,17.61,0.02,45991,1987
614,2018,4275000000,강원도 영월군,392212707000,356103445000,10.14,3706625000,3188900000,16.24,0.95,40073,92497
615,2018,4276000000,강원도 평창군,362675158000,368492006000,-1.58,747400000,1958100000,-61.83,0.21,43318,17254
616,2018,4277000000,강원도 정선군,431078604000,402020366000,7.23,748960000,246500000,203.84,0.17,38718,19344
617,2018,4278000000,강원도 철원군,409596078000,352150407000,16.31,209510000,180000000,16.39,0.05,48013,4364
618,2018,4279000000,강원도 화천군,293203833000,273626448000,7.15,30000000,516000000,-94.19,0.01,26264,1142
619,2018,4280000000,강원도 양구군,332162102000,291488640000,13.95,1839100000,21400000,8493.93,0.55,24010,76597
620,2018,4281000000,강원도 인제군,409357553000,345542438000,18.47,669657000,714700000,-6.3,0.16,32720,20466
621,2018,4282000000,강원도 고성군,302139051000,276867165000,9.13,1482005000,1692300000,-12.43,0.49,30114,49213
622,2018,4283000000,강원도 양양군,267635340000,261347228000,2.41,608234000,722820000,-15.85,0.23,27218,22347
623,2018,4300000000,충청북도,4653600491000,4323585821000,7.63,12833092000,10233306000,25.41,0.28,1591625,8063
624,2018,4311000000,충청북도 청주시,2289791382000,2230507837000,2.66,4360426000,1009577000,331.91,0.19,835197,5221
625,2018,4313000000,충청북도 충주시,893121018000,827478751000,7.93,1497463000,4071791000,-63.22,0.17,208350,7187
626,2018,4315000000,충청북도 제천시,709954920000,665787792000,6.63,647688000,430429000,50.47,0.09,136517,4744
627,2018,4372000000,충청북도 보은군,366039101000,321240911000,13.95,854444000,1038485000,-17.72,0.23,34221,24968
628,2018,4373000000,충청북도 옥천군,413435072000,369715254000,11.83,278365000,550690000,-49.45,0.07,52267,5326
629,2018,4374000000,충청북도 영동군,431730571000,381001691000,13.31,565507000,1065780000,-46.94,0.13,50552,11187
630,2018,4374500000,충청북도 증평군,191227395000,173572136000,10.17,195376000,595000000,-67.16,0.1,37308,5237
631,2018,4375000000,충청북도 진천군,396359866000,366464911000,8.16,241363000,408063000,-40.85,0.06,69950,3451
632,2018,4376000000,충청북도 괴산군,358162115000,337808559000,6.03,376671000,379100000,-0.64,0.11,38973,9665
633,2018,4377000000,충청북도 음성군,557157311000,481055785000,15.82,58729000,74970000,-21.66,0.01,97787,601
634,2018,4380000000,충청북도 단양군,336141990000,280503137000,19.84,469981000,1600962000,-70.64,0.14,30503,15408
635,2018,4400000000,충청남도,6647717000000,6241561400000,6.51,54330734000,72971034000,-25.54,0.82,2096727,25912
636,2018,4413000000,충청남도 천안시,1704700000000,1570138219000,8.57,2869756000,3154621000,-9.03,0.17,617955,4644
637,2018,4415000000,충청남도 공주시,601970816000,563146912000,6.89,3872433000,5233221000,-26,0.64,109931,35226
638,2018,4418000000,충청남도 보령시,704586736000,609673521000,15.57,392938000,1108340000,-64.55,0.06,103873,3783
639,2018,4420000000,충청남도 아산시,997304325000,894036279000,11.55,2445707000,1790526000,36.59,0.25,302929,8074
640,2018,4421000000,충청남도 서산시,815294631000,768815924000,6.05,1495513000,1931486000,-22.57,0.18,170788,8757
641,2018,4423000000,충청남도 논산시,694783192000,616825401000,12.64,973524000,630060000,54.51,0.14,123213,7901
642,2018,4425000000,충청남도 계룡시,164241667000,141311382000,16.23,92386000,99622000,-7.26,0.06,42634,2167
643,2018,4427000000,충청남도 당진시,848691963000,727626077000,16.64,362431000,581678000,-37.69,0.04,166630,2175
644,2018,4471000000,충청남도 금산군,375403230000,349013370000,7.56,110038000,117987000,-6.74,0.03,54612,2015
645,2018,4476000000,충청남도 부여군,496978375000,457433798000,8.64,16700350000,14843750000,12.51,3.36,70187,237941
646,2018,4477000000,충청남도 서천군,452743353000,406755230000,11.31,2351271000,833707000,182.03,0.52,56012,41978
647,2018,4479000000,충청남도 청양군,359684099000,310397019000,15.88,414800000,585000000,-29.09,0.12,32753,12664
648,2018,4480000000,충청남도 홍성군,582565362000,523756707000,11.23,5302576000,6998000000,-24.23,0.91,99971,53041
649,2018,4481000000,충청남도 예산군,550754195000,519850735000,5.94,1363835000,1076896000,26.65,0.25,81339,16767
650,2018,4482500000,충청남도 태안군,476268190000,455823669000,4.49,262793000,1913520000,-86.27,0.06,63900,4113
651,2018,4500000000,전라북도,6407876434000,5823611671000,10.03,38670529000,34201612000,13.07,0.6,1864791,20737
652,2018,4511000000,전라북도 전주시,1828571345000,1656295933000,10.4,7770187000,8565265000,-9.28,0.42,651744,11922
653,2018,4513000000,전라북도 군산시,1014561053000,922646729000,9.96,2824712000,3170319000,-10.9,0.28,277551,10177
654,2018,4514000000,전라북도 익산시,1109587721000,1009511762000,9.91,7979988000,8530572000,-6.45,0.72,300479,26558
655,2018,4518000000,전라북도 정읍시,821975235000,734171149000,11.96,1753901000,906760000,93.43,0.21,115173,15228
656,2018,4519000000,전라북도 남원시,658880355000,585980129000,12.44,5231923000,3211175000,62.93,0.79,84188,62146
657,2018,4521000000,전라북도 김제시,652346567000,623163278000,4.68,1662360000,1580335000,5.19,0.25,87782,18937
658,2018,4571000000,전라북도 완주군,615891223000,590108860000,4.37,2031630000,2120779000,-4.2,0.33,95480,21278
659,2018,4572000000,전라북도 진안군,413229406000,354136861000,16.69,148563000,1120093000,-86.74,0.04,26069,5699
660,2018,4573000000,전라북도 무주군,326466630000,306333153000,6.57,106963000,458212000,-76.66,0.03,24949,4287
661,2018,4574000000,전라북도 장수군,314208743000,295217720000,6.43,1036560000,209738000,394.22,0.33,23628,43870
662,2018,4575000000,전라북도 임실군,379615281000,340822397000,11.38,1280400000,503000000,154.55,0.34,30197,42402
663,2018,4577000000,전라북도 순창군,354395879000,336318683000,5.38,499539000,32900000,1418.36,0.14,29949,16680
664,2018,4579000000,전라북도 고창군,572335168000,507608175000,12.75,5106153000,2732044000,86.9,0.89,60597,84264
665,2018,4580000000,전라북도 부안군,572280497000,506548972000,12.98,1226896000,1736326000,-29.34,0.21,57005,21523
666,2018,4600000000,전라남도,7570448795000,7429336674000,1.9,41494626000,31879098000,30.16,0.55,1903914,21794
667,2018,4611000000,전라남도 목포시,696598340000,680436948000,2.38,410317000,381937000,7.43,0.06,237739,1726
668,2018,4613000000,전라남도 여수시,1119820728000,996223420000,12.41,3106549000,3382845000,-8.17,0.28,288988,10750
669,2018,4615000000,전라남도 순천시,1204114785000,1036442563000,16.18,8068892000,8237992000,-2.05,0.67,278548,28968
670,2018,4617000000,전라남도 나주시,646664726000,621099934000,4.12,1038535000,4467375000,-76.75,0.16,104376,9950
671,2018,4623000000,전라남도 광양시,955420243000,722486962000,32.24,574222000,1342753000,-57.24,0.06,155580,3691
672,2018,4671000000,전라남도 담양군,367691888000,325128486000,13.09,1464603000,1254530000,16.75,0.4,47229,31011
673,2018,4672000000,전라남도 곡성군,361641530000,312239667000,15.82,1185067000,463949000,155.43,0.33,30400,38982
674,2018,4673000000,전라남도 구례군,279975525000,241910644000,15.74,2786403000,2004100000,39.04,1,27412,101649
675,2018,4677000000,전라남도 고흥군,561870778000,528322438000,6.35,1674356000,1456486000,14.96,0.3,67656,24748
676,2018,4678000000,전라남도 보성군,436149441000,395070485000,10.4,584074000,692686000,-15.68,0.13,44469,13134
677,2018,4679000000,전라남도 화순군,493796715000,426234176000,15.85,1581693000,470093000,236.46,0.32,65303,24221
678,2018,4680000000,전라남도 장흥군,341954707000,316717074000,7.97,787475000,1205752000,-34.69,0.23,40669,19363
