SEQ_NO,FINAN_YEAR,ADMNSTMACH_CD,ADMNSTMACH_NM,TOT_ANEXPTR_BUDGET_PRICE,BEFORE_YEAR_ANEXPTR_BUDGET_PRICE,ANEXPTR_BUDGET_IRDS_RT,CLTUR_TURSM_BUDGET_PRICE,BEFORE_YEAR_CLTUR_TURSM_BUDGET_PRICE,CLTUR_TURSM_BUDGET_IRDS_RT,CLTUR_TURSM_BUDGET_RATE,TOT_POPLTN_CO,ONE_PSNBY_CLTUR_TURSM_BUDGET_PRICE
1309,2021,4125000000,경기도 동두천시,570851497000,555646578000,2.74,209900000,197505000,6.28,0.04,98277,2136
1310,2021,4127000000,경기도 안산시,2439536357000,2627782766000,-7.16,401396000,559108000,-28.21,0.02,689859,582
1311,2021,4128000000,경기도 고양시,3079648159000,2971152158000,3.65,4073732000,2627290000,55.05,0.13,1039684,3918
1312,2021,4129000000,경기도 과천시,948731675000,1105090762000,-14.15,361912000,433688000,-16.55,0.04,63778,5675
1313,2021,4131000000,경기도 구리시,817527433000,667802208000,22.42,488780000,1153348000,-57.62,0.06,193763,2523
1314,2021,4136000000,경기도 남양주시,1986680209000,1872998335000,6.07,1744768000,2470166000,-29.37,0.09,662154,2635
1315,2021,4137000000,경기도 오산시,723956623000,680603265000,6.37,1130364000,521598000,116.71,0.16,208656,5417
1316,2021,4139000000,경기도 시흥시,1584363824000,1672163475000,-5.25,181866000,118000000,54.12,0.01,402888,451
1317,2021,4141000000,경기도 군포시,850966007000,776651207000,9.57,807698000,615736000,31.18,0.09,284890,2835
1318,2021,4143000000,경기도 의왕시,565216553000,497734548000,13.56,485532000,353188000,37.47,0.09,156763,3097
1319,2021,4145000000,경기도 하남시,991061766000,783857469000,26.43,652700000,269500000,142.19,0.07,211101,3092
1320,2021,4146000000,경기도 용인시,2640466107000,2600280729000,1.55,2425940000,5910160000,-58.95,0.09,991126,2448
1321,2021,4148000000,경기도 파주시,1697103601000,1647555987000,3.01,653888000,4009818000,-83.69,0.04,430781,1518
1322,2021,4150000000,경기도 이천시,1584396758000,1354714579000,16.95,479200000,3847639000,-87.55,0.03,210359,2278
1323,2021,4155000000,경기도 안성시,1110652527000,944618500000,17.58,6022900000,7640982000,-21.18,0.54,182896,32931
1324,2021,4157000000,경기도 김포시,1515078722000,1492267551000,1.53,1607920000,2147865000,-25.14,0.11,363443,4424
1325,2021,4159000000,경기도 화성시,2899649251000,2609066445000,11.14,7832172000,6555164000,19.48,0.27,640890,12221
1326,2021,4161000000,경기도 광주시,1182377182000,1125972017000,5.01,1096712000,1524093000,-28.04,0.09,327723,3346
1327,2021,4163000000,경기도 양주시,917527359000,929734550000,-1.31,1625642000,2152770000,-24.49,0.18,205513,7910
1328,2021,4165000000,경기도 포천시,1170824364000,1095087466000,6.92,1210010000,689300000,75.54,0.1,154763,7818
1329,2021,4167000000,경기도 여주시,974652571000,932975595000,4.47,1310688000,1571962000,-16.62,0.13,111563,11748
1330,2021,4180000000,경기도 연천군,560094268000,560569179000,-0.08,1403968000,1055139000,33.06,0.25,45907,30583
1331,2021,4182000000,경기도 가평군,496296567000,494820438000,0.3,1265312000,189576000,567.44,0.25,62448,20262
1332,2021,4183000000,경기도 양평군,779242299000,774966559000,0.55,529930000,531108000,-0.22,0.07,111367,4758
1333,2021,4200000000,강원도,7970144688000,7443524404000,7.07,16557442000,13489262000,22.75,0.21,1550806,10677
1334,2021,4211000000,강원도 춘천시,1596037471000,1473952526000,8.28,315050000,596375000,-47.17,0.02,280707,1122
1335,2021,4213000000,강원도 원주시,1662779307000,1464607463000,13.53,3392100000,897800000,277.82,0.2,337979,10036
1336,2021,4215000000,강원도 강릉시,1254753731000,1068571763000,17.42,2524872000,3243507000,-22.16,0.2,213846,11807
1337,2021,4217000000,강원도 동해시,453097332000,450675402000,0.54,681400000,698930000,-2.51,0.15,93297,7304
1338,2021,4219000000,강원도 태백시,383915952000,385505667000,-0.41,387000000,477700000,-18.99,0.1,47070,8222
1339,2021,4221000000,강원도 속초시,500439610000,441087897000,13.46,747940000,317400000,135.65,0.15,81793,9144
1340,2021,4223000000,강원도 삼척시,603305974000,617901728000,-2.36,1269400000,1269620000,-0.02,0.21,69599,18239
1341,2021,4272000000,강원도 홍천군,699526911000,660344043000,5.93,97100000,70500000,37.73,0.01,70076,1386
1342,2021,4273000000,강원도 횡성군,537443296000,543385729000,-1.09,100992000,91444000,10.44,0.02,45991,2196
1343,2021,4275000000,강원도 영월군,460263877000,459750212000,0.11,2298977000,1388731000,65.55,0.5,40073,57370
1344,2021,4276000000,강원도 평창군,534986494000,505440851000,5.85,2173360000,2295600000,-5.32,0.41,43318,50172
1345,2021,4277000000,강원도 정선군,544000096000,496763098000,9.51,519800000,524770000,-0.95,0.1,38718,13425
1346,2021,4278000000,강원도 철원군,538019917000,500418757000,7.51,1196445000,414158000,188.89,0.22,48013,24919
1347,2021,4279000000,강원도 화천군,368700067000,416811593000,-11.54,48350000,73000000,-33.77,0.01,26264,1841
1348,2021,4280000000,강원도 양구군,421604404000,395173096000,6.69,271700000,181700000,49.53,0.06,24010,11316
1349,2021,4281000000,강원도 인제군,506162015000,495452429000,2.16,1718680000,869742000,97.61,0.34,32720,52527
1350,2021,4282000000,강원도 고성군,388398595000,379986745000,2.21,4905200000,5255312000,-6.66,1.26,30114,162888
1351,2021,4283000000,강원도 양양군,365321276000,358155692000,2,309600000,661500000,-53.2,0.08,27218,11375
1352,2021,4300000000,충청북도,6653569515000,5740886601000,15.9,21747785000,18188911000,19.57,0.33,1591625,13664
1353,2021,4311000000,충청북도 청주시,2960579873000,2719402653000,8.87,3399180000,4381440000,-22.42,0.11,835197,4070
1354,2021,4313000000,충청북도 충주시,1140950437000,1087650871000,4.9,2599590000,3079324000,-15.58,0.23,208350,12477
1355,2021,4315000000,충청북도 제천시,972335605000,885343098000,9.83,1010256000,877984000,15.07,0.1,136517,7400
1356,2021,4372000000,충청북도 보은군,402903137000,421869787000,-4.5,1680140000,1952682000,-13.96,0.42,34221,49097
1357,2021,4373000000,충청북도 옥천군,525682121000,531081153000,-1.02,1138228000,528917000,115.2,0.22,52267,21777
1358,2021,4374000000,충청북도 영동군,532700080000,582102054000,-8.49,2999356000,793628000,277.93,0.56,50552,59332
1359,2021,4374500000,충청북도 증평군,249791040000,236828080000,5.47,370300000,48806000,658.72,0.15,37308,9925
1360,2021,4375000000,충청북도 진천군,563951115000,525122828000,7.39,127103000,665292000,-80.9,0.02,69950,1817
1361,2021,4376000000,충청북도 괴산군,545788637000,492211616000,10.88,662000000,2295416000,-71.16,0.12,38973,16986
1362,2021,4377000000,충청북도 음성군,627118923000,631020002000,-0.62,389860000,206850000,88.47,0.06,97787,3987
1363,2021,4380000000,충청북도 단양군,475706861000,387079949000,22.9,2423591000,3650368000,-33.61,0.51,30503,79454
1364,2021,4400000000,충청남도,8711295000000,7783569000000,11.92,69552295000,58831767000,18.22,0.8,2096727,33172
1365,2021,4413000000,충청남도 천안시,2427800000000,1982671000000,22.45,2511350000,1276536000,96.73,0.1,617955,4064
1366,2021,4415000000,충청남도 공주시,845854000000,890480505000,-5.01,10844817000,10213935000,6.18,1.28,109931,98651
1367,2021,4418000000,충청남도 보령시,834752548000,787158802000,6.05,1086032000,1314509000,-17.38,0.13,103873,10455
1368,2021,4420000000,충청남도 아산시,1234499712000,1139926815000,8.3,5074530000,3067958000,65.4,0.41,302929,16752
1369,2021,4421000000,충청남도 서산시,1125628995000,1039717798000,8.26,4214200000,3815436000,10.45,0.37,170788,24675
1370,2021,4423000000,충청남도 논산시,942708472000,865748656000,8.89,3212030000,3209465000,0.08,0.34,123213,26069
1371,2021,4425000000,충청남도 계룡시,296460585000,255890134000,15.85,249760000,229176000,8.98,0.08,42634,5858
1372,2021,4427000000,충청남도 당진시,1000310014000,1034955189000,-3.35,898676000,1798212000,-50.02,0.09,166630,5393
1373,2021,4471000000,충청남도 금산군,549575771000,517036000000,6.29,166600000,238951000,-30.28,0.03,54612,3051
1374,2021,4476000000,충청남도 부여군,760861029000,790916331000,-3.8,28339497000,24194226000,17.13,3.72,70187,403771
1375,2021,4477000000,충청남도 서천군,539221013000,538264631000,0.18,2301830000,1823328000,26.24,0.43,56012,41095
1376,2021,4479000000,충청남도 청양군,490668178000,475778976000,3.13,920300000,102304000,799.57,0.19,32753,28098
1377,2021,4480000000,충청남도 홍성군,772761261000,715267233000,8.04,1188200000,1768307000,-32.81,0.15,99971,11885
1378,2021,4481000000,충청남도 예산군,736056175000,649810385000,13.27,1461020000,1610364000,-9.27,0.2,81339,17962
1379,2021,4482500000,충청남도 태안군,591404214000,609039898000,-2.9,526250000,9072634000,-94.2,0.09,63900,8236
1380,2021,4500000000,전라북도,8772482523000,7826158913000,12.09,48573768000,37347501000,30.06,0.55,1864791,26048
1381,2021,4511000000,전라북도 전주시,2116452566000,2058671878000,2.81,7865870000,10419773000,-24.51,0.37,651744,12069
1382,2021,4513000000,전라북도 군산시,1473449922000,1391670411000,5.88,10664544000,5993885000,77.92,0.72,277551,38424
1383,2021,4514000000,전라북도 익산시,1545139935000,1392118138000,10.99,17853030000,13628406000,31,1.16,300479,59415
1384,2021,4518000000,전라북도 정읍시,985026043000,1022991124000,-3.71,2773276000,2522815000,9.93,0.28,115173,24079
1385,2021,4519000000,전라북도 남원시,928380636000,813014159000,14.19,2197602000,2441290000,-9.98,0.24,84188,26104
1386,2021,4521000000,전라북도 김제시,971376734000,906167669000,7.2,1634301000,908378000,79.91,0.17,87782,18618
1387,2021,4571000000,전라북도 완주군,830455832000,726969828000,14.24,2646858000,1394564000,89.8,0.32,95480,27722
1388,2021,4572000000,전라북도 진안군,483570588000,449280745000,7.63,381360000,103504000,268.45,0.08,26069,14629
1389,2021,4573000000,전라북도 무주군,452995883000,415885713000,8.92,172368000,321948000,-46.46,0.04,24949,6909
1390,2021,4574000000,전라북도 장수군,466730167000,425711156000,9.64,1293880000,489165000,164.51,0.28,23628,54760
1391,2021,4575000000,전라북도 임실군,474378052000,446741285000,6.19,427082000,634341000,-32.67,0.09,30197,14143
1392,2021,4577000000,전라북도 순창군,483200683000,420363278000,14.95,220759000,386669000,-42.91,0.05,29949,7371
1393,2021,4579000000,전라북도 고창군,726738582000,685121664000,6.07,5503368000,3850019000,42.94,0.76,60597,90819
1394,2021,4580000000,전라북도 부안군,656377045000,635142953000,3.34,2309453000,2036649000,13.39,0.35,57005,40513
1395,2021,4600000000,전라남도,10221324791000,9305125931000,9.85,43308194000,50655189000,-14.5,0.42,1903914,22747
1396,2021,4611000000,전라남도 목포시,918821772000,878466222000,4.59,2486412000,605484000,310.65,0.27,237739,10459
1397,2021,4613000000,전라남도 여수시,1335318672000,1430736753000,-6.67,654049000,366087000,78.66,0.05,288988,2263
1398,2021,4615000000,전라남도 순천시,1458811712000,1398754419000,4.29,7819069000,6178015000,26.56,0.54,278548,28071
1399,2021,4617000000,전라남도 나주시,768500601000,801551984000,-4.12,6069016000,6182558000,-1.84,0.79,104376,58146
1400,2021,4623000000,전라남도 광양시,1060520273000,1064972234000,-0.42,870519000,698124000,24.69,0.08,155580,5595
1401,2021,4671000000,전라남도 담양군,438668683000,401052238000,9.38,1307786000,1965875000,-33.48,0.3,47229,27690
1402,2021,4672000000,전라남도 곡성군,483838432000,445275323000,8.66,1532669000,637742000,140.33,0.32,30400,50417
1403,2021,4673000000,전라남도 구례군,324895681000,317482375000,2.34,6639518000,5424286000,22.4,2.04,27412,242212
1404,2021,4677000000,전라남도 고흥군,755211908000,731942129000,3.18,520385000,686254000,-24.17,0.07,67656,7692
1405,2021,4678000000,전라남도 보성군,578530694000,573710795000,0.84,1358949000,1426046000,-4.71,0.23,44469,30559
1406,2021,4679000000,전라남도 화순군,632526529000,575702952000,9.87,1216793000,2472927000,-50.8,0.19,65303,18633
1407,2021,4680000000,전라남도 장흥군,513133957000,436350596000,17.6,168962000,1326968000,-87.27,0.03,40669,4155
1408,2021,4681000000,전라남도 강진군,428403829000,394717006000,8.53,4435335000,1753767000,152.9,1.04,37753,117483
1409,2021,4682000000,전라남도 해남군,1000629667000,968482028000,3.32,5082015000,9742813000,-47.84,0.51,75121,67651
1410,2021,4683000000,전라남도 영암군,629640094000,579668646000,8.62,728113000,456974000,59.33,0.12,57045,12764
1411,2021,4684000000,전라남도 무안군,650010052000,599452854000,8.43,517254000,360674000,43.41,0.08,82109,6300
1412,2021,4686000000,전라남도 함평군,475248939000,403586544000,17.76,109715000,292729000,-62.52,0.02,34397,3190
1413,2021,4687000000,전라남도 영광군,621149569000,578281786000,7.41,2365063000,1775647000,33.19,0.38,55618,42523
1414,2021,4688000000,전라남도 장성군,461957813000,424458119000,8.83,1658395000,1780765000,-6.87,0.36,46104,35971
1415,2021,4689000000,전라남도 완도군,565485581000,555514327000,1.79,1272711000,1039966000,22.38,0.23,52668,24165
1416,2021,4690000000,전라남도 진도군,440759635000,412993413000,6.72,1825553000,608950000,199.79,0.41,32078,56910
1417,2021,4691000000,전라남도 신안군,588731150000,619959677000,-5.04,82811000,103901000,-20.3,0.01,42652,1942
1418,2021,4700000000,경상북도,11770805307000,10893557000000,8.05,74614885000,69504855000,7.35,0.63,2700398,27631
1419,2021,4711000000,경상북도 포항시,2499843999000,2090024038000,19.61,1600356000,827652000,93.36,0.06,516775,3097
1420,2021,4713000000,경상북도 경주시,1534818308000,1462337694000,4.96,30140043000,34423445000,-12.44,1.96,259452,116168
1421,2021,4715000000,경상북도 김천시,1184430579000,1080604939000,9.61,7511927000,432195000,1638.09,0.63,142256,52806
1422,2021,4717000000,경상북도 안동시,1354816464000,1319317219000,2.69,9395193000,7915790000,18.69,0.69,168798,55659
1423,2021,4719000000,경상북도 구미시,1367191042000,1295438791000,5.54,3223151000,4293573000,-24.93,0.24,419891,7676
1424,2021,4721000000,경상북도 영주시,837856388000,823606986000,1.73,2190612000,1744904000,25.54,0.26,109247,20052
1425,2021,4723000000,경상북도 영천시,905355083000,822970000000,10.01,883121000,789480000,11.86,0.1,100521,8785
1426,2021,4725000000,경상북도 상주시,1331952641000,1203182587000,10.7,5279068000,1092626000,383.15,0.4,101799,51858
1427,2021,4728000000,경상북도 문경시,773415000000,743712000000,3.99,2076969000,3284645000,-36.77,0.27,74702,27803
1428,2021,4729000000,경상북도 경산시,1076462460000,1033040401000,4.2,3761456000,2344886000,60.41,0.35,258037,14577
1429,2021,4772000000,경상북도 군위군,385372648000,333473107000,15.56,736175000,892671000,-17.53,0.19,24171,30457
1430,2021,4773000000,경상북도 의성군,630785110000,619843477000,1.77,440347000,313587000,40.42,0.07,54014,8152
1431,2021,4775000000,경상북도 청송군,389437411000,357602638000,8.9,2277422000,1164909000,95.5,0.58,26301,86591
1432,2021,4776000000,경상북도 영양군,354493877000,313629552000,13.03,194136000,337936000,-42.55,0.05,17713,10960
1433,2021,4777000000,경상북도 영덕군,503612309000,487248319000,3.36,3044181000,160155000,1800.77,0.6,39052,77952
1434,2021,4782000000,경상북도 청도군,513804869000,415247701000,23.73,887580000,321894000,175.74,0.17,43564,20374
1435,2021,4783000000,경상북도 고령군,340174168000,345976990000,-1.68,1777045000,1943835000,-8.58,0.52,34257,51874
1436,2021,4784000000,경상북도 성주군,522000000000,497917000000,4.84,2249131000,2554454000,-11.95,0.43,45205,49754
1437,2021,4785000000,경상북도 칠곡군,547800000000,539160000000,1.6,742402000,1149328000,-35.41,0.14,123199,6026
1438,2021,4790000000,경상북도 예천군,531612298000,502145321000,5.87,1781326000,2309406000,-22.87,0.34,46166,38585
1439,2021,4792000000,경상북도 봉화군,461184925000,452884072000,1.83,945556000,1090991000,-13.33,0.21,33539,28193
1440,2021,4793000000,경상북도 울진군,586722782000,628280718000,-6.61,1636740000,121140000,1251.11,0.28,51738,31635
1441,2021,4794000000,경상북도 울릉군,209116863000,208784758000,0.16,1424647000,2693764000,-47.11,0.68,10001,142450
1442,2021,4800000000,경상남도,11204033618000,9999440102000,12.05,66312249000,62265333000,6.5,0.59,3373871,19655
1443,2021,4812000000,경상남도 창원시,3496410419000,3443068786000,1.55,898477000,1201231000,-25.2,0.03,1063907,845
1444,2021,4817000000,경상남도 진주시,2207476020000,1922385703000,14.83,3906370000,1668155000,134.17,0.18,346739,11266
1445,2021,4822000000,경상남도 통영시,706832776000,678063797000,4.24,1698087000,654196000,159.57,0.24,138160,12291
1446,2021,4824000000,경상남도 사천시,710572896000,708163399000,0.34,749900000,188000000,298.88,0.11,114912,6526
1447,2021,4825000000,경상남도 김해시,1957401159000,1801048718000,8.68,27699292000,33292417000,-16.8,1.42,529422,52320
1448,2021,4827000000,경상남도 밀양시,926048095000,862186475000,7.41,3745832000,1340951000,179.34,0.4,108354,34570
1449,2021,4831000000,경상남도 거제시,1074726155000,1093035956000,-1.68,348500000,968700000,-64.02,0.03,257183,1355
1450,2021,4833000000,경상남도 양산시,1407565012000,1316598547000,6.91,2080372000,1349975000,54.1,0.15,317037,6562
1451,2021,4872000000,경상남도 의령군,524473399000,499953094000,4.9,350290000,372418000,-5.94,0.07,28111,12461
1452,2021,4873000000,경상남도 함안군,617877724000,616765277000,0.18,13480180000,13913435000,-3.11,2.18,68937,195543
1453,2021,4874000000,경상남도 창녕군,595449930000,568483866000,4.74,946160000,4243163000,-77.7,0.16,63982,14788
1454,2021,4882000000,경상남도 고성군,636289386000,633307999000,0.47,4836418000,1891483000,155.69,0.76,54703,88412
1455,2021,4884000000,경상남도 남해군,569922650000,578022039000,-1.4,1548124000,1582412000,-2.17,0.27,45129,34304
1456,2021,4885000000,경상남도 하동군,851019135000,606951683000,40.21,2160543000,884563000,144.25,0.25,49622,43540
1457,2021,4886000000,경상남도 산청군,511910878000,486991615000,5.12,3014622000,1047976000,187.66,0.59,36098,83512
1458,2021,4887000000,경상남도 함양군,536938925000,524235727000,2.42,970626000,2159833000,-55.06,0.18,40241,24120
1459,2021,4888000000,경상남도 거창군,829943472000,780794145000,6.29,248544000,513896000,-51.64,0.03,63308,3926
1460,2021,4889000000,경상남도 합천군,676521247000,656860342000,2.99,1993230000,2593150000,-23.13,0.29,48026,41503
1461,2021,5000000000,제주특별자치도,6499212139000,6758074945000,-3.83,17467059000,19983698000,-12.59,0.27,641597,27224
1462,2022,1100000000,서울특별시,47721110506000,41999130244000,13.62,120186494000,94518896000,27.16,0.25,9857426,12192
1463,2022,1111000000,서울특별시 종로구,687883642000,651879062000,5.52,490722000,138800000,253.55,0.07,152737,3213
1464,2022,1114000000,서울특별시 중구,624758223000,583934631000,6.99,558267000,339440000,64.47,0.09,125249,4457
1465,2022,1117000000,서울특별시 용산구,677534607000,578848146000,17.05,252538000,101256000,149.41,0.04,230241,1097
1466,2022,1120000000,서울특별시 성동구,704938711000,636077769000,10.83,357237000,101388000,252.35,0.05,299259,1194
1467,2022,1121500000,서울특별시 광진구,909943966000,765060832000,18.94,2786401000,401038000,594.8,0.31,357215,7800
1468,2022,1123000000,서울특별시 동대문구,801661584000,726322550000,10.37,250000000,433500000,-42.33,0.03,355069,704
1469,2022,1126000000,서울특별시 중랑구,957411272000,842273126000,13.67,2792000000,1686000000,65.6,0.29,411005,6793
1470,2022,1129000000,서울특별시 성북구,993908757000,883781422000,12.46,2932765000,4935192000,-40.57,0.3,450355,6512
1471,2022,1130500000,서울특별시 강북구,1026665015000,896721035000,14.49,302579000,2096400000,-85.57,0.03,327195,925
1472,2022,1132000000,서울특별시 도봉구,798883800000,729028034000,9.58,78000000,98800000,-21.05,0.01,348220,224
1473,2022,1135000000,서울특별시 노원구,1178098309000,1068077843000,10.3,1141000000,519238000,119.75,0.1,567581,2010
1474,2022,1138000000,서울특별시 은평구,1046076054000,920780078000,13.61,1709610000,765600000,123.3,0.16,491476,3479
1475,2022,1141000000,서울특별시 서대문구,804947988000,761671187000,5.68,185147000,627618000,-70.5,0.02,314194,589
1476,2022,1144000000,서울특별시 마포구,838962176000,815825781000,2.84,457920000,269328000,70.02,0.05,379892,1205
1477,2022,1147000000,서울특별시 양천구,1004485995000,907749651000,10.66,927584000,190400000,387.18,0.09,477739,1942
1478,2022,1150000000,서울특별시 강서구,1362773413000,1156713663000,17.81,902596000,471905000,91.27,0.07,595485,1516
1479,2022,1153000000,서울특별시 구로구,931225700000,822877353000,13.17,0,0,,0,417551,0
1480,2022,1154500000,서울특별시 금천구,664767010000,584934552000,13.65,158960000,201812000,-21.23,0.02,235386,675
1481,2022,1156000000,서울특별시 영등포구,839493129000,748836552000,12.11,0,0,,0,370613,0
1482,2022,1159000000,서울특별시 동작구,894637473000,782881416000,14.27,54130000,272304000,-80.12,0.01,400997,135
1483,2022,1162000000,서울특별시 관악구,980566878000,849868537000,15.38,441437000,304984000,44.74,0.05,506851,871
1484,2022,1165000000,서울특별시 서초구,1013080839000,961635168000,5.35,118000000,2031428000,-94.19,0.01,447192,264
1485,2022,1168000000,서울특별시 강남구,1633800554000,1484112798000,10.09,364318000,124900000,191.69,0.02,567115,642
1486,2022,1171000000,서울특별시 송파구,1188620383000,1054720348000,12.7,640266000,292220000,119.1,0.05,657831,973
1487,2022,1174000000,서울특별시 강동구,944353801000,875717032000,7.84,436138000,289856000,50.47,0.05,444168,982
1488,2022,2600000000,부산광역시,15529614860000,14511899442000,7.01,17333407000,10550622000,64.29,0.11,3498529,4954
1489,2022,2611000000,부산광역시 중구,237931741000,208904269000,13.9,186000000,186000000,0,0.08,45208,4114
1490,2022,2614000000,부산광역시 서구,358314021000,322596248000,11.07,106428000,143690000,-25.93,0.03,112973,942
1491,2022,2617000000,부산광역시 동구,332639862000,294548672000,12.93,66492000,277644000,-76.05,0.02,89826,740
1492,2022,2620000000,부산광역시 영도구,369429983000,350463113000,5.41,1807000000,1720372000,5.04,0.49,126362,14300
1493,2022,2623000000,부산광역시 부산진구,724338646000,657940976000,10.09,114040000,156688000,-27.22,0.02,376526,303
1494,2022,2626000000,부산광역시 동래구,487631556000,433484207000,12.49,53320000,20000000,166.6,0.01,272745,195
1495,2022,2629000000,부산광역시 남구,533285566000,486827375000,9.54,0,1439548000,-100,0,278779,0
1496,2022,2632000000,부산광역시 북구,598581539000,536616725000,11.55,54500000,307000000,-82.25,0.01,310202,176
1497,2022,2635000000,부산광역시 해운대구,813507411000,685092300000,18.74,84500000,72200000,17.04,0.01,419853,201
1498,2022,2638000000,부산광역시 사하구,586028535000,543014006000,7.92,38500000,37100000,3.77,0.01,334603,115
1499,2022,2641000000,부산광역시 금정구,541532450000,465190641000,16.41,1365750000,384400000,255.29,0.25,244624,5583
1500,2022,2644000000,부산광역시 강서구,451737784000,397332217000,13.69,8000000,47500000,-83.16,0,108909,73
1501,2022,2647000000,부산광역시 연제구,446707473000,395810134000,12.86,87000000,113800000,-23.55,0.02,207268,420
1502,2022,2650000000,부산광역시 수영구,407793173000,375134747000,8.71,200580000,152920000,31.17,0.05,179324,1119
1503,2022,2653000000,부산광역시 사상구,491855085000,451935262000,8.83,61656000,60256000,2.32,0.01,232800,265
1504,2022,2671000000,부산광역시 기장군,728450932000,650824036000,11.93,696960000,826530000,-15.68,0.1,158527,4396
1505,2022,2700000000,대구광역시,11110717302000,10308622124000,7.78,11236648000,10361829000,8.44,0.1,2484557,4523
1506,2022,2711000000,대구광역시 중구,383076176000,326879469000,17.19,126500000,230000000,-45,0.03,79712,1587
1507,2022,2714000000,대구광역시 동구,785822559000,724453890000,8.47,1452640000,1424044000,2.01,0.18,351352,4134
1508,2022,2717000000,대구광역시 서구,559197646000,472446848000,18.36,0,0,,0,199507,0
1509,2022,2720000000,대구광역시 남구,531515168000,456985409000,16.31,360000000,178000000,102.25,0.07,156433,2301
1510,2022,2723000000,대구광역시 북구,838741971000,741548847000,13.11,1529360000,2325492000,-34.23,0.18,440383,3473
1511,2022,2726000000,대구광역시 수성구,821514661000,798502123000,2.88,454720000,283804000,60.22,0.06,447011,1017
1512,2022,2729000000,대구광역시 달서구,953278118000,868332582000,9.78,1362200000,240750000,465.82,0.14,591891,2301
1513,2022,2771000000,대구광역시 달성군,952220239000,890887770000,6.88,1270194000,1767362000,-28.13,0.13,218268,5819
1514,2022,2800000000,인천광역시,14397052515000,12950012640000,11.17,7224508000,5384254000,34.18,0.05,2943069,2455
1515,2022,2811000000,인천광역시 중구,503961115000,444063321000,13.49,1943393000,937944000,107.2,0.39,115249,16863
1516,2022,2814000000,인천광역시 동구,416910107000,385648257000,8.11,1206252000,383066000,214.89,0.29,71014,16986
1517,2022,2817700000,인천광역시 미추홀구,884931251000,787533492000,12.37,162256000,155320000,4.47,0.02,417103,389
1518,2022,2818500000,인천광역시 연수구,724980807000,638141134000,13.61,892308000,646226000,38.08,0.12,328627,2715
1519,2022,2820000000,인천광역시 남동구,1036851046000,947509080000,9.43,99350000,82484000,20.45,0.01,530982,187
1520,2022,2823700000,인천광역시 부평구,1029003397000,983954345000,4.58,108960000,106658000,2.16,0.01,549716,198
1521,2022,2824500000,인천광역시 계양구,635061671000,576972209000,10.07,606000000,2458500000,-75.35,0.1,330284,1835
1522,2022,2826000000,인천광역시 서구,1068234258000,1064400116000,0.36,888441000,2036960000,-56.38,0.08,510733,1740
1523,2022,2871000000,인천광역시 강화군,631859416000,571774745000,10.51,4983492000,3578516000,39.26,0.79,68010,73276
1524,2022,2872000000,인천광역시 옹진군,431812916000,338845758000,27.44,71000000,21000000,238.1,0.02,21351,3325
1525,2022,2900000000,광주광역시,7451380916000,6738387521000,10.58,33092456000,25446770000,30.05,0.44,1469214,22524
1526,2022,2911000000,광주광역시 동구,417164478000,397538946000,4.94,3057200000,404000000,656.73,0.73,95791,31915
1527,2022,2914000000,광주광역시 서구,660806392000,557436723000,18.54,224850000,20000000,1024.25,0.03,309579,726
1528,2022,2915500000,광주광역시 남구,547009387000,476821855000,14.72,170700000,229870000,-25.74,0.03,219729,777
1529,2022,2917000000,광주광역시 북구,973002419000,819428993000,18.74,1633100000,710200000,129.95,0.17,441066,3703
1530,2022,2920000000,광주광역시 광산구,873410265000,729950596000,19.65,1226200000,224200000,446.92,0.14,403049,3042
1531,2022,3000000000,대전광역시,7217447812000,6620095602000,9.02,3211537000,9675435000,-66.81,0.04,1514370,2121
1532,2022,3011000000,대전광역시 동구,651929284000,587418833000,10.98,108000000,173200000,-37.64,0.02,234959,460
1533,2022,3014000000,대전광역시 중구,585317401000,540965515000,8.2,205000000,4200000,4780.95,0.04,252490,812
1534,2022,3017000000,대전광역시 서구,973580641000,894715866000,8.81,361800000,266750000,35.63,0.04,491011,737
1535,2022,3020000000,대전광역시 유성구,726609057000,632231578000,14.93,48240000,74828000,-35.53,0.01,343222,141
1536,2022,3023000000,대전광역시 대덕구,576268821000,510896059000,12.8,18000000,350300000,-94.86,0,192688,93
1537,2022,3100000000,울산광역시,5041609918000,4593786048000,9.75,12234765000,11125590000,9.97,0.24,1172304,10437
1538,2022,3111000000,울산광역시 중구,426638746000,408384696000,4.47,1822620000,566832000,221.55,0.43,242536,7515
1539,2022,3114000000,울산광역시 남구,593581279000,549470617000,8.03,26730000,0,,0,340714,78
1540,2022,3117000000,울산광역시 동구,322047457000,295600804000,8.95,124000000,60000000,106.67,0.04,174514,711
1541,2022,3120000000,울산광역시 북구,447737234000,400274431000,11.86,147520000,489250000,-69.85,0.03,195285,755
1542,2022,3171000000,울산광역시 울주군,989994974000,950204107000,4.19,7687242000,8938794000,-14,0.78,219255,35061
1543,2022,3600000000,세종특별자치시,2321067388000,2116899111000,9.64,1949688000,4902279000,-60.23,0.08,243048,8022
1544,2022,4100000000,경기도,39723621157000,32625652195000,21.76,61931127000,64612814000,-4.15,0.16,12716780,4870
1545,2022,4111000000,경기도 수원시,3452882300000,2983930585000,15.72,18262684000,17466770000,4.56,0.53,1194041,15295
