"fclty_id","fclty_nm","area_addr","ctprvn_cd","ctprvn_nm","signgu_cd","signgu_nm","adstrd_cd","adstrd_nm","fclty_la","fclty_lo"
"KP0001","396커피 컴퍼니","경상북도 안동시 옥동길 32 (옥동) ","37","경상북도","37040","안동시","3704060","옥동","36.560047","128.6999282"
"KP0002","KBS홀 [부산]","부산광역시 수영구 수영로 429 (남천동 63) KBS부산방송총국","21","부산광역시","21140","수영구","2114051","남천1동","35.1448058","129.1075946"
"KP0003","VOFOL(보폴)","서울특별시 광진구 동일로 170 (화양동) ","11","서울특별시","11050","광진구","1105053","화양동","37.5472053","127.0670741"
"KP0004","가톨릭청년회관","서울특별시 마포구 월드컵북로2길 49 (동교동)","11","서울특별시","11140","마포구","1114066","서교동","37.5572206","126.9230358"
"KP0005","가나의집열림홀","서울특별시 종로구 대학로3길 9 (연지동)","11","서울특별시","11010","종로구","1101063","종로5·6가동","37.573987","127.0013216"
"KP0006","평창문화예술회관","강원도 평창군 평창읍 문화예술길 51 ","32","강원도","32340","평창군","3234011","평창읍","37.3615646","128.3909697"
"KP0007","경기도어린이박물관","경기도 용인시 기흥구 상갈로 6 (상갈동)","31","경기도","31192","용인시 기흥구","3119253","상갈동","37.2682803","127.1086791"
"KP0008","갤러리롤랑","서울특별시 종로구 삼청로 143 (삼청동) ","11","서울특별시","11010","종로구","1101054","삼청동","37.5882827","126.9813707"
"KP0009","경주화백컨벤션센터","경상북도 경주시 보문로 507 (신평동) ","37","경상북도","37020","경주시","3702067","보덕동","35.8384108","129.2879358"
"KP0010","경주예술의전당","경상북도 경주시 알천북로 1 (황성동)","37","경상북도","37020","경주시","3702063","황성동","35.8625486","129.2061027"
"KP0011","과천 서울대공원","경기도 과천시 대공원광장로 102 (막계동) ","31","경기도","31110","과천시","3111056","문원동","37.4264494","127.0198465"
"KP0012","과천시민회관","경기도 과천시 통영로 5 (중앙동)","31","경기도","31110","과천시","3111051","중앙동","37.4282679","126.9892375"
"KP0013","공상온도","서울특별시 마포구 동교로23길 40 (동교동) ","11","서울특별시","11140","마포구","1114066","서교동","37.5576792","126.919785"
"KP0014","광주북구평생학습관","광주광역시 북구 향토문화로 65 (중흥동)","24","광주광역시","24040","북구","2404051","중흥1동","35.1728544","126.9136517"
"KP0015","광주남구문화예술회관","광주광역시 남구 봉선로 208 (봉선동)","24","광주광역시","24030","남구","2403068","봉선1동","35.1222373","126.917192"
"KP0016","광운대학교 동해문화예술관","서울특별시 노원구 광운로 21 (월계동) 동해문화예술관","11","서울특별시","11110","노원구","1111051","월계1동","37.6198454","127.0576709"
"KP0017","광한루원","전라북도 남원시 요천로 1447 (천거동) 광한루원","35","전라북도","35050","남원시","3505055","금동","35.4032843","127.3795144"
"KP0018","구름아래소극장","서울특별시 마포구 와우산로29가길 15 (서교동) ","11","서울특별시","11140","마포구","1114066","서교동","37.5541135","126.928599"
"KP0019","국민대학교 국제관","서울 성북구 정릉동 861-1","11","서울특별시","11080","성북구","1108062","정릉1동","37.6111506","126.9965758"
"KP0020","국립극단 [용산]","서울특별시 용산구 청파로 373 (서계동)","11","서울특별시","11030","용산구","1103071","청파동","37.5529774","126.9680444"
"KP0021","구석으로부터","대전광역시 동구 중앙로203번길 88-1 (정동)","25","대전광역시","25010","동구","2501076","중앙동","36.3342558","127.4291295"
"KP0022","군포시청소년수련관","경기도 군포시 산본로 322 (금정동)","31","경기도","31160","군포시","3116056","금정동","37.3598091","126.9347135"
"KP0023","군포문화예술회관","경기도 군포시 산본동","31","경기도","31160","군포시","3116054","산본1동","37.3664153","126.9273493"
"KP0024","군포시평생학습원","경기도 군포시 고산로 263 (당동)","31","경기도","31160","군포시","3116051","군포1동","37.346378","126.943131"
"KP0025","나다소극장","부산광역시 남구 용소로40번길 11 (대연동)","21","부산광역시","21070","남구","2107070","대연1동","35.1337298","129.1003179"
"KP0026","남산골한옥마을","서울특별시 중구 퇴계로34길 28 (필동2가) ","11","서울특별시","11020","중구","1102057","필동","37.5584554","126.993561"
"KP0027","남도소리울림터","전남 무안군 삼향읍 남악로 222","36","전라남도","36420","무안군","3642013","삼향읍","34.804933","126.4629329"
"KP0028","나가수공연장","경기도 고양시 일산동구 고봉로 32-36 (장항동) 3층","31","경기도","31103","고양시 일산동구","3110359","장항2동","37.663544","126.7666735"
"KP0029","놀터예술공방","서울특별시 성북구 성북로2길 21 - 0 태고종선부암","11","서울특별시","11080","성북구","1108081","성북동","37.5895028","127.0070389"
"KP0030","대관령성당","강원도 평창군 대관령면 장선길 25 대관령성당","32","강원도","32340","평창군","3234037","대관령면","37.6719963","128.706166"
"KP0031","논현2동 문화예술관","서울특별시 강남구 학동로43길 17 (논현동) ","11","서울특별시","11230","강남구","1123052","논현1동","37.517342","127.037213"
"KP0032","대구학생문화센터","대구광역시 달서구 용산로 181 (용산동)","22","대구광역시","22070","달서구","2207073","용산2동","35.8530441","128.5294839"
"KP0033","대구북구청소년회관","대구광역시 북구 검단로 71-17 (산격동) ","22","대구광역시","22050","북구","2205061","산격1동","35.9057801","128.6160512"
"KP0034","대전평생학습관","대전광역시 중구 중교로 56 (대흥동) ","25","대전광역시","25020","중구","2502055","대흥동","36.3256607","127.4258992"
"KP0035","대전평송청소년문화센터","대전광역시 서구 둔산대로 201 (만년동)","25","대전광역시","25030","서구","2503069","만년동","36.3658577","127.3918502"
"KP0036","동래문화회관","부산광역시 동래구 문화로 80 (명륜동)","21","부산광역시","21060","동래구","2106065","명륜동","35.2120871","129.0903615"
"KP0037","더 줌 아트센터","서울 용산구 독서당로 111 더줌아트센터","11","서울특별시","11030","용산구","1103074","한남동","37.537547","127.010049"
"KP0038","더뮤지트라이브홀","경기도 고양시 덕양구 호국로 772 (성사동)","31","경기도","31101","고양시 덕양구","3110153","흥도동","37.6553134","126.8351901"
"KP0039","뚝섬플레이스","서울특별시 성동구 성덕정길 25-56 (성수동1가) ","11","서울특별시","11040","성동구","1104065","성수1가1동","37.5395737","127.0465452"
"KP0040","대학로단막극장","서울특별시 종로구 동숭4길 16-3 (동숭동)","11","서울특별시","11010","종로구","1101064","이화동","37.5833161","127.0045926"
"KP0041","로로스페이스","서울특별시 서초구 사평대로8길 6-3 (반포동)","11","서울특별시","11220","서초구","1122056","반포본동","37.497703","126.9910847"
"KP0042","레드빅스페이스","서울특별시 마포구 잔다리로 5 (서교동) ","11","서울특별시","11140","마포구","1114066","서교동","37.5505201","126.9224847"
"KP0043","롯데콘서트홀","서울특별시 송파구 올림픽로 300 (신천동) 롯데월드몰 8층 롯데문화재단","11","서울특별시","11240","송파구","1124075","잠실4동","37.5131099","127.1034504"
"KP0044","롯데서울숲IT캐슬","서울특별시 성동구 광나루로 130 (성수동1가) ","11","서울특별시","11040","성동구","1104065","성수1가1동","37.5509555","127.044718"
"KP0045","만리동예술인주택","서울특별시 중구 만리재로27길 69 (만리동2가)","11","서울특별시","11020","중구","1102068","중림동","37.5541946","126.9620879"
"KP0046","마포아트센터","서울특별시 마포구 대흥로20길 28 (대흥동) ","11","서울특별시","11140","마포구","1114060","대흥동","37.5498966","126.9455362"
"KP0047","명동대성당","서울특별시 중구 명동길 74 (명동2가) 명동성당","11","서울특별시","11020","중구","1102055","명동","37.5633352","126.9872743"
"KP0048","뫼가람소극장","경북 김천시 삼락동 24-1","37","경상북도","37030","김천시","3703056","대신동","36.144445","128.0936571"
"KP0049","문화영토 소극장판 [전주]","전라북도 전주시 완산구 현무1길 31-5 (경원동3가) 옥성문화센터","35","전라북도","35011","전주시 완산구","3501175","풍남동","35.8213405","127.1472536"
"KP0050","반짝반짝 지구상회","제주특별자치도 제주시 애월읍 봉성로2길 9 ","39","제주특별자치도","39010","제주시","3901012","애월읍","33.4167183","126.312395"
"KP0051","몽골민속예술공연장","경기도 남양주시 수동면 비룡로 1635 ","31","경기도","31130","남양주시","3113034","수동면","37.7579182","127.2752209"
"KP0052","복합문화공간 작당","경상남도 창원시 성산구 마디미동로 3 (상남동) 4층","38","경상남도","38112","창원시 성산구","3811252","중앙동","35.2227441","128.6868498"
"KP0053","봉화군민회관","경상북도 봉화군 봉화읍 내성로4길 6-44","37","경상북도","37410","봉화군","3741011","봉화읍","36.8882148","128.7427865"
"KP0054","부안예술회관","전라북도 부안군 부안읍 예술회관길 11","35","전라북도","35380","부안군","3538011","부안읍","35.7243179","126.7254907"
"KP0055","사천문화예술회관","경상남도 사천시 삼천포대교로 471 (동림동)","38","경상남도","38060","사천시","3806052","선구동","34.9398453","128.0755653"
"KP0056","빈티지소극장","대구광역시 남구 성당로60길 90 (대명동)","22","대구광역시","22040","남구","2204056","대명1동","35.8567646","128.5788514"
"KP0057","부천종합운동장","경기도 부천시 소사로 482 (춘의동) ","31","경기도","31050","부천시","3105088","부천동","37.5025948","126.7989798"
"KP0058","영천시민회관","경상북도 영천시 시청로 17 (문외동) ","37","경상북도","37070","영천시","3707052","중앙동","35.9721738","128.9376034"
"KP0059","세이레아트센터","제주특별자치도 제주시 서광로 182-6 (삼도일동)","39","제주특별자치도","39010","제주시","3901055","삼도1동","33.4991275","126.5159692"
"KP0060","소극장 날개","경상남도 진주시 진양호로 257 (평거동) ","38","경상남도","38030","진주시","3803067","평거동","35.1768905","128.0627399"
"KP0061","스카이(SKY)공연홀","경기도 의정부시 호국로 1320 (의정부동) ","31","경기도","31030","의정부시","3103051","의정부1동","37.7435108","127.050891"
"KP0062","수정청소년수련관","경기도 성남시 수정구 희망로509번길 20 (신흥동)","31","경기도","31021","성남시 수정구","3102151","신흥1동","37.4493017","127.1501845"
"KP0063","신정호 야외음악당","충남 아산시 방축동 462-2","34","충청남도","34040","아산시","3404054","온양4동","36.7707013","126.9793265"
"KP0064","아라떼 소극장","경상북도 포항시 남구 상도로26번길 5 (상도동)","37","경상북도","37011","포항시 남구","3701160","상대동","36.0116313","129.3532214"
"KP0065","아리랑센터","강원도 정선군 정선읍 애산로 51","32","강원도","32350","정선군","3235011","정선읍","37.3763838","128.671536"
"KP0066","씨마크호텔 [강릉]","강원도 강릉시 해안로406번길 2 (강문동) ","32","강원도","32030","강릉시","3203059","초당동","37.7972","128.9150752"
"KP0067","쏘울브릿지","대전광역시 중구 계룡로 825 (용두동) ","25","대전광역시","25020","중구","2502060","용두동","36.3267487","127.407876"
"KP0068","아신극장","대전광역시 중구 대종로 458 (대흥동) 대산빌딩 2-3층","25","대전광역시","25020","중구","2502055","대흥동","36.3256193","127.4279813"
"KP0069","안동문화예술의전당","경상북도 안동시 축제장길 66 (안흥동)","37","경상북도","37040","안동시","3704062","서구동","36.5594096","128.7250766"
"KP0070","애터미파크","충청남도 공주시 백제문화로 2148-21 (웅진동) ","34","충청남도","34020","공주시","3402058","웅진동","36.4550709","127.1109093"
"KP0071","여수청소년수련관","전라남도 여수시 학동서4길 58-26 (학동)","36","전라남도","36020","여수시","3602065","쌍봉동","34.7627736","127.6585467"
"KP0072","영주문화예술회관","경상북도 영주시 가흥로 257 (가흥동)","37","경상북도","37060","영주시","3706062","가흥1동","36.8198138","128.6128344"
"KP0073","예천군문화회관","경상북도 예천군 예천읍 충효로 209-15 예천군문화회관 ","37","경상북도","37400","예천군","3740011","예천읍","36.6513511","128.4457132"
"KP0074","완도군민회관","전라남도 완도군 완도읍 개포로 111","36","전라남도","36460","완도군","3646011","완도읍","34.3166714","126.7416714"
"KP0075","완도문화예술의전당","전라남도 완도군 완도읍 개포로159번길 55","36","전라남도","36460","완도군","3646011","완도읍","34.3236772","126.7416563"
"KP0076","완주문화예술회관","전북 완주군 용진읍 운곡리 975-78","35","전라북도","35310","완주군","3531013","용진읍","35.9044413","127.1619862"
"KP0077","울릉천국 아트센터","경상북도 울릉군 북면 평리2길 207-16 ","37","경상북도","37430","울릉군","3743032","북면","37.5299219","130.8446167"
"KP0078","울진군문화센터","경상북도 울진군 울진읍 연호로 47 ","37","경상북도","37420","울진군","3742011","울진읍","36.9946096","129.4066048"
"KP0079","영양문화체육센터","경상북도 영양군 영양읍 군민회관길 50","37","경상북도","37340","영양군","3734011","영양읍","36.6598862","129.1175024"
"KP0080","의성문화회관","경상북도 의성군 의성읍 충효로 88 ","37","경상북도","37320","의성군","3732011","의성읍","36.3550654","128.702825"
"KP0081","음악역 1939","경기도 가평군 가평읍 석봉로 100","31","경기도","31370","가평군","3137011","가평읍","37.8252914","127.5129778"
"KP0082","인제스피디움","강원도 인제군 기린면 상하답로 130","32","강원도","32390","인제군","3239033","기린면","38.0011544","128.295041"
"KP0083","인제잔디구장","강원도 인제군 인제읍 비봉로44번길 113 ","32","강원도","32390","인제군","3239011","인제읍","38.0581901","128.164151"
"KP0084","인천수봉문화회관","인천광역시 남구 수봉안길 78 (숭의동)","23","인천광역시","23090","미추홀구","2309075","숭의1·3동","37.4615368","126.6622662"
"KP0085","자라섬","경기도 가평군 가평읍 자라섬로 60 ","31","경기도","31370","가평군","3137011","가평읍","37.8208949","127.5210701"
"KP0086","왕산해수욕장","인천광역시 중구 용유서로423번길 24 (을왕동) ","23","인천광역시","23010","중구","2301063","용유동","37.4569832","126.3696809"
"KP0087","전라남도학생교육문화회관","전라남도 여수시 대통1길 55 (화장동) ","36","전라남도","36020","여수시","3602067","여천동","34.7802205","127.6438014"
"KP0088","정선아리랑센터","강원도 정선군 정선읍 애산로 51 ","32","강원도","32350","정선군","3235011","정선읍","37.3763838","128.671536"
"KP0089","정선문화예술회관","강원도 정선군 정선읍 봉양3길 17","32","강원도","32350","정선군","3235011","정선읍","37.380216","128.6602344"
"KP0090","장안구민회관 한누리아트홀","경기도 수원시 장안구 송원로 101 (조원동)","31","경기도","31011","수원시 장안구","3101160","조원1동","37.3039709","127.0101225"
"KP0091","전남대학교 민주마루홀","광주광역시 북구 용봉로 77 (용봉동) ","24","광주광역시","24040","북구","2404057","용봉동","35.1778193","126.9080453"
"KP0092","전람회의그림","부산광역시 금정구 금강로 280 (장전동) ","21","부산광역시","21110","금정구","2111061","장전1동","35.2329193","129.0856407"
"KP0093","전차카페","부산광역시 서구 망양로 72 (동대신동3가) ","21","부산광역시","21020","서구","2102053","동대신3동","35.1154652","129.0167874"
"KP0094","재즈클럽 그루브","서울특별시 서초구 신반포로47길 52 (잠원동) 지하1층","11","서울특별시","11220","서초구","1122055","잠원동","37.5126692","127.0184716"
"KP0095","제주 아리랑","제주특별자치도 서귀포시 표선면 번영로 2564-21","39","제주특별자치도","39020","서귀포시","3902032","표선면","33.4027143","126.7786654"
"KP0096","제주신화월드","제주특별자치도 서귀포시 안덕면 신화역사로304번길 38 ","39","제주특별자치도","39020","서귀포시","3902031","안덕면","33.3049727","126.3163521"
"KP0097","제주아트리움(구.쇼킹공연장)","제주특별자치도 제주시 노형로 89 (해안동)","39","제주특별자치도","39010","제주시","3901066","노형동","33.4649797","126.4552065"
"KP0098","창원MBC홀","경상남도 창원시 마산회원구 양덕서9길 11-11 (양덕동) ","38","경상남도","38114","창원시 마산회원구","3811456","양덕1동","35.2235787","128.5783544"
"KP0099","창원과학체험관","경상남도 창원시 성산구 충혼로72번길 16 (중앙동) ","38","경상남도","38112","창원시 성산구","3811252","중앙동","35.2302464","128.6618729"
"KP0100","창원대학교 종합교육관","경남 창원시 의창구 용동 633","38","경상남도","38111","창원시 의창구","3811154","봉림동","35.2406814","128.6970115"
"KP0101","창원스포츠파크","경남 창원시 의창구 두대동 145","38","경상남도","38111","창원시 의창구","3811152","팔룡동","35.2339416","128.664533"
"KP0102","창원컨벤션센터","경남 창원시 의창구 원이대로 362","38","경상남도","38111","창원시 의창구","3811152","팔룡동","35.2382009","128.6571599"
"KP0103","청년음악극장","전라북도 전주시 완산구 충경로 100 (경원동3가) 지하1층","35","전라북도","35011","전주시 완산구","3501175","풍남동","35.8192888","127.1498406"
"KP0104","철원군 화강문화센터","강원 철원군 서면 와수리 563-1","32","강원도","32360","철원군","3236031","서면","38.2453202","127.4266469"
"KP0105","철원종합문화복지센터","강원도 철원군 철원읍 금학로330번길 12 ","32","강원도","32360","철원군","3236011","철원읍","38.2167282","127.2141835"
"KP0106","천주교춘천교구관광본당횡계교회","강원도 평창군 대관령면 장선길 25","32","강원도","32340","평창군","3234037","대관령면","37.6719963","128.706166"
"KP0107","청심평화월드센터","경기도 가평군 설악면 미사리로 258","31","경기도","31370","가평군","3137031","설악면","37.6838252","127.5204224"
"KP0108","청석에듀씨어터","경기도 광주시 청석로 288-9 (쌍령동)","31","경기도","31250","광주시","3125051","경안동","37.4123259","127.2672658"
"KP0109","채환홀 소극장","대구광역시 중구 달구벌대로 2232-18 (대봉동)","22","대구광역시","22010","중구","2201068","대봉1동","35.8613994","128.6068176"
"KP0110","청춘나비아트홀","부산광역시 수영구 수영로 657 (광안동)","21","부산광역시","21140","수영구","2114056","광안1동","35.1644076","129.1142495"
"KP0111","체스154","부산광역시 해운대구 해운대해변로 154 (우동)","21","부산광역시","21090","해운대구","2109073","우1동","35.1581115","129.1485263"
"KP0112","창조문화활력센터 소극장 624","부산광역시 북구 백양대로 1167 (구포동)","21","부산광역시","21080","북구","2108051","구포1동","35.2065007","129.0044048"
"KP0113","창작플랫폼 경험과 상상","서울특별시 영등포구 선유동2로 46 (당산동5가)","11","서울특별시","11190","영등포구","1119056","당산2동","37.5325921","126.8971895"
"KP0114","채널 1969","서울특별시 마포구 연희로 35 (연남동) ","11","서울특별시","11140","마포구","1114071","연남동","37.5619421","126.9270083"
"KP0115","춘향문화예술회관","전라북도 남원시 양림길 43 (어현동)","35","전라북도","35050","남원시","3505054","노암동","35.4022161","127.3900923"
"KP0116","춘천인형극장","강원도 춘천시 영서로 3017 (사농동) ","32","강원도","32010","춘천시","3201071","신사우동","37.9215814","127.7202116"
"KP0117","칠곡군민회관(칠곡문화원)","경상북도 칠곡군 왜관읍 2번도로길 23","37","경상북도","37390","칠곡군","3739011","왜관읍","35.9898285","128.3972566"
"KP0118","통영리스타트플랫폼","경상남도 통영시 도남로 195 (도남동) ","38","경상남도","38050","통영시","3805064","봉평동","34.8294073","128.4257883"
"KP0119","포항백시어터","경상북도 포항시 북구 중앙로 292-1 (상원동)","37","경상북도","37012","포항시 북구","3701267","중앙동","36.038789","129.3662396"
"KP0120","판시어터","서울특별시 종로구 삼일대로 386 (관철동)","11","서울특별시","11010","종로구","1101061","종로1·2·3·4가동","37.5689521","126.9881159"
"KP0121","폴리파크","제주특별자치도 제주시 애월읍 산록서로 18","39","제주특별자치도","39010","제주시","3901012","애월읍","33.386116","126.3753665"
"KP0122","한국코미디타운","경상북도 청도군 이서면 이서로 565 ","37","경상북도","37360","청도군","3736034","이서면","35.6935308","128.6862081"
"KP0123","해녀의부엌","제주특별자치도 제주시 구좌읍 해맞이해안로 2265 ","39","제주특별자치도","39010","제주시","3901013","구좌읍","33.4977878","126.9122913"
"KP0124","카비네","서울특별시 종로구 북촌로6길 30 (계동)","11","서울특별시","11010","종로구","1101060","가회동","37.5802775","126.9864223"
"KP0125","현대호텔 [목포]","전라남도 영암군 삼호읍 대불로 91","36","전라남도","36410","영암군","3641012","삼호읍","34.7334774","126.3873226"
"KP0126","필근아소극장","인천광역시 부평구 부평문화로 70","23","인천광역시","23060","부평구","2306051","부평1동","37.4939408","126.7238763"
"KP0127","김천시문화예술회관","경상북도 김천시 운동장길 3 (삼락동)","37","경상북도","37030","김천시","3703056","대신동","36.1382531","128.0886628"
"KP0128","소극장 여우","강원도 춘천시 공지로 121-1 (석사동) 삼원빌딩 지하","32","강원도","32010","춘천시","3201066","석사동","37.8571263","127.747039"
"KP0129","창녕문화예술회관","경상남도 창녕군 창녕읍 우포2로 1189-25","38","경상남도","38330","창녕군","3833011","창녕읍","35.5447364","128.4902054"
"KP0130","242","서울특별시 용산구 이태원로 242 (한남동) 2층","11","서울특별시","11030","용산구","1103074","한남동","37.5362541","127.0003247"
"KP0131","경북고령대가야문화누리 (구. 대가야국악당)","경상북도 고령군 대가야읍 왕릉로 30","37","경상북도","37370","고령군","3737012","대가야읍","35.7235163","128.2630957"
"KP0132","구례군 문화예술회관","전라남도 구례군 구례읍 양정2길 11","36","전라남도","36330","구례군","3633011","구례읍","35.2071045","127.4712646"
"KP0133","광양시문화예술회관","전라남도 광양시 광양읍 향교길 9-30","36","전라남도","36060","광양시","3606011","광양읍","34.979967","127.5875704"
"KP0134","라마다프라자 [제주]","제주특별자치도 제주시 탑동로 66 (삼도이동) 2층","39","제주특별자치도","39010","제주시","3901056","삼도2동","33.5188062","126.5181385"
"KP0135","금산다락원 생명의집","충청남도 금산군 금산읍 금산로 1559","34","충청남도","34310","금산군","3431011","금산읍","36.112166","127.4916269"
"KP0136","퍼시픽랜드","제주특별자치도 서귀포시 중문관광로 154-17 (색달동)","39","제주특별자치도","39020","서귀포시","3902062","예래동","33.2450404","126.4155991"
"KP0137","제주국제컨벤션센터","제주특별자치도 서귀포시 중문관광로 224 (중문동) 5층","39","제주특별자치도","39020","서귀포시","3902061","중문동","33.2412892","126.4244533"
"KP0138","전주 경기전","전라북도 전주시 완산구 간납로 20 (풍남동3가)","35","전라북도","35011","전주시 완산구","3501175","풍남동","35.8166192","127.1566637"
"KP0139","공간심","충청남도 논산시 시민로397번길 17 (부창동) 공간심","34","충청남도","34060","논산시","3406052","부창동","36.1988167","127.086795"
"KP0140","카페 피니얼","충청남도 공주시 신풍면 신풍길 85 ","34","충청남도","34020","공주시","3402040","신풍면","36.515185","126.9572662"
"KP0141","천안대학로예술극장","충청남도 천안시 동남구 버들로 41 (문화동) ","34","충청남도","34011","천안시 동남구","3401152","문성동","36.8071995","127.1520464"
"KP0142","D:BASE (디:베이스)","서울특별시 종로구 대학로10길 26 (동숭동) ","11","서울특별시","11010","종로구","1101064","이화동","37.5816335","127.0037448"
"KP0143","CS아트홀","충청남도 아산시 시민로 366 (온천동) ","34","충청남도","34040","아산시","3404051","온양1동","36.7813479","127.0000734"
"KP0144","F1963","부산광역시 수영구 구락로123번길 20 (망미동)","21","부산광역시","21140","수영구","2114054","망미1동","35.1762265","129.1155726"
"KP0145","63아트홀","서울특별시 영등포구 63로 50 (여의도동)","11","서울특별시","11190","영등포구","1119054","여의동","37.5198158","126.9403139"
"KP0146","2001 아울렛키즈홀 [구로]","서울특별시 구로구 중앙로1길 36 (고척동)","11","서울특별시","11170","구로구","1117061","고척1동","37.4981036","126.8626627"
"KP0147","CTS아트홀","서울특별시 동작구 노량진로 100 (노량진동)","11","서울특별시","11200","동작구","1120072","노량진1동","37.5129666","126.9370547"
"KP0148","640아트타워","서울특별시 강남구 언주로172길 25 (신사동)","11","서울특별시","11230","강남구","1123051","신사동","37.5275413","127.0360343"
"KP0149","안동시청 대동관(구 안동시민회관)","경북 안동시 명륜동 344","37","경상북도","37040","안동시","3704052","명륜동","36.5683411","128.7291909"
"KP0150","극장 동국","서울특별시 종로구 창경궁로 259","11","서울특별시","11010","종로구","1101073","혜화동","37.5845522","127.0000656"
"KP0151","예술극장 온","대구광역시 중구 경상감영길 294 (동인동2가)","22","대구광역시","22010","중구","2201070","동인동","35.8706142","128.6032954"
"KP0152","졸탄극장","서울특별시 종로구 이화장길 58 (이화동)","11","서울특별시","11010","종로구","1101064","이화동","37.577907","127.0046381"
"KP0153","의왕시여성회관","경기도 의왕시 오전로 122 (오전동)","31","경기도","31170","의왕시","3117053","오전동","37.3551561","126.975432"
"KP0154","순천팔마종합운동장","전라남도 순천시 팔마로 333 (연향동) ","36","전라남도","36030","순천시","3603057","덕연동","34.93814","127.5193997"
"KP0155","순천시 문화건강센터","전라남도 순천시 중앙로 232 (석현동) ","36","전라남도","36030","순천시","3603055","삼산동","34.9665878","127.4860781"
"KP0156","공간아울","서울특별시 종로구 대학로 120","11","서울특별시","11010","종로구","1101064","이화동","37.5818891","127.0023149"
"KP0157","BNK부산은행 조은극장","부산광역시 중구 구덕로34번길 4 (남포동2가)","21","부산광역시","21010","중구","2101058","남포동","35.0982936","129.0322801"
"KP0158","ALVER(알베르)","서울특별시 강남구 강남대로102길 34 (역삼동) ","11","서울특별시","11230","강남구","1123064","역삼1동","37.5030493","127.0281256"
"KP0159","Cafe PPnF","서울특별시 종로구 성균관로 87 (명륜1가) 1층","11","서울특별시","11010","종로구","1101073","혜화동","37.5899695","126.9983073"
"KP0160","63빌딩 컨벤션센터","서울특별시 영등포구 63로 50 한화금융센터","11","서울특별시","11190","영등포구","1119054","여의동","37.5198158","126.9403139"
"KP0161","AN아트홀 [서면]","부산광역시 부산진구 중앙대로692번길 38 (부전동)","21","부산광역시","21050","부산진구","2105052","부전2동","35.1542161","129.0612846"
"KP0162","2001 아울렛키즈홀 [수원남문]","경기도 수원시 팔달구 중부대로34번길 15 (인계동)","31","경기도","31013","수원시 팔달구","3101356","인계동","37.2744389","127.0211551"
"KP0163","(구)송정초등학교 야외운동장","부산광역시 해운대구 송정중앙로 14 (송정동) ","21","부산광역시","21090","해운대구","2109056","송정동","35.1827215","129.2016291"
"KP0164","BOYS24 HALL(구. 메사고릴라전용관)","서울특별시 중구 남대문시장10길 2 메사빌딩 ","11","서울특별시","11020","중구","1102054","회현동","37.5603698","126.9796027"
"KP0165","CJ아지트 대학로 (구. SM아트홀)","서울특별시 종로구 대학로12길 69 (동숭동)","11","서울특별시","11010","종로구","1101064","이화동","37.581013","127.0039781"
"KP0166","CLUB bender(클럽 벤더)","서울특별시 마포구 와우산로14길 4 (상수동) 지하1층","11","서울특별시","11140","마포구","1114076","서강동","37.5500505","126.9233766"
"KP0167","CK아트홀","울산광역시 남구 삼산로 173 (달동)","26","울산광역시","26020","남구","2602056","달동","35.5374168","129.3261163"
"KP0168","1M SPACE","서울특별시 서대문구 연세로4길 27 (창천동)","11","서울특별시","11130","서대문구","1113075","신촌동","37.5576025","126.9382167"
"KP0169","5.18기념문화센터","광주광역시 서구 내방로 152 (쌍촌동)","24","광주광역시","24020","서구","2402057","유덕동","35.1583221","126.8575623"
"KP0170","CJ아지트 광흥창","서울특별시 마포구 창전로 14 (신정동) CJ아지트","11","서울특별시","11140","마포구","1114063","신수동","37.5442529","126.9303475"
"KP0171","(재)경기문화재단","경기도 수원시 팔달구 인계로 178 (인계동)","31","경기도","31013","수원시 팔달구","3101356","인계동","37.2657755","127.0368738"
"KP0172","CGV신한카드아트홀","서울특별시 영등포구 영중로 15 (영등포동4가) ","11","서울특별시","11190","영등포구","1119074","영등포동","37.5172333","126.903716"
"KP0173","1m클래식아트홀","서울특별시 종로구 대학로12길 31 (동숭동)","11","서울특별시","11010","종로구","1101064","이화동","37.5827368","127.0036422"
"KP0174","(재)영화의전당","부산광역시 해운대구 수영강변대로 120 (우동) ","21","부산광역시","21090","해운대구","2109073","우1동","35.1710818","129.1271252"
"KP0175","2D Hall(이디홀)","제주특별자치도 제주시 도공로 54 (도두일동) ","39","제주특별자치도","39010","제주시","3901069","도두동","33.5018733","126.4658112"
"KP0176","KBS 수원아트홀","경기도 수원시 팔달구 인계로 123 (인계동)","31","경기도","31013","수원시 팔달구","3101356","인계동","37.2679435","127.0306467"
"KP0177","K-LIVE 전용관","인천광역시 연수구 송도과학로16번길 33-4 (송도동) 송도 트리플스트리트 D동 6층","23","인천광역시","23040","연수구","2304066","송도2동","37.3786836","126.6627898"
"KP0178","JTN 아트홀(구. 대학로예술마당)","서울특별시 종로구 이화장길 26 (이화동) ","11","서울특별시","11010","종로구","1101064","이화동","37.5766721","127.0039443"
"KP0179","KT&G 상상마당 라이브홀","서울특별시 마포구 어울마당로 65 (서교동)","11","서울특별시","11140","마포구","1114066","서교동","37.5509678","126.921063"
"KP0180","KBS홀","서울특별시 영등포구 여의공원로 13 (여의도동)","11","서울특별시","11190","영등포구","1119054","여의동","37.524836","126.9164112"
