"fclty_id","fclty_nm","area_addr","ctprvn_cd","ctprvn_nm","signgu_cd","signgu_nm","adstrd_cd","adstrd_nm","fclty_la","fclty_lo"
"KP0951","창동극장","서울특별시 도봉구 노해로 391 (창동)","11","서울특별시","11100","도봉구","1110059","창1동","37.6528482","127.0516331"
"KP0952","아라리오뮤지엄","서울특별시 종로구 율곡로 83","11","서울특별시","11010","종로구","1101060","가회동","37.5778205","126.9883592"
"KP0953","쌀롱드무지끄","서울특별시 종로구 창의문로 129 (부암동) 2층","11","서울특별시","11010","종로구","1101055","부암동","37.592388","126.9659897"
"KP0954","안동유교랜드 원형극장","경상북도 안동시 관광단지로 346-30 (성곡동)","37","경상북도","37040","안동시","3704054","용상동","36.5695097","128.7786154"
"KP0955","안동댐 월영교 일원 개목나루","경상북도 안동시 민속촌길 26 (성곡동) 개목나루","37","경상북도","37040","안동시","3704054","용상동","36.5788996","128.7645911"
"KP0956","안동 탈춤공원","경상북도 안동시 육사로 239 (운흥동) ","37","경상북도","37040","안동시","3704051","중구동","36.5605417","128.7308875"
"KP0957","안동실내체육관","경상북도 안동시 육사로 205 (운흥동) ","37","경상북도","37040","안동시","3704051","중구동","36.5598062","128.7281196"
"KP0958","안산공원(천막극장)","경상북도 김천시 혁신4로 21 (율곡동) ","37","경상북도","37030","김천시","3703062","율곡동","36.1213716","128.1837472"
"KP0959","안강문화회관","경북 경주시 안강읍 안현로 1523","37","경상북도","37020","경주시","3702012","안강읍","35.9910522","129.2280814"
"KP0960","아하아트홀","전라북도 전주시 완산구 전주객사4길 74-11 (고사동)","35","전라북도","35011","전주시 완산구","3501174","중앙동","35.8212889","127.143531"
"KP0961","안성맞춤아트홀","경기도 안성시 발화대길 21 (현수동)","31","경기도","31220","안성시","3122051","안성1동","37.0014013","127.2789401"
"KP0962","안성남사당공연장","경기도 안성시 보개면 남사당로 198-2 ","31","경기도","31220","안성시","3122031","보개면","37.0318273","127.3101618"
"KP0963","안산문화예술의전당","경기도 안산시 단원구 화랑로 312 (고잔동)","31","경기도","31092","안산시 단원구","3109274","고잔동","37.3184271","126.8231073"
"KP0964","안산상록수체육관","경기도 안산시 상록구 용신로 422 (본오동) ","31","경기도","31091","안산시 상록구","3109154","본오1동","37.3009563","126.8685769"
"KP0965","아트스페이스 서돌","경기도 성남시 분당구 분당로263번길 39 (서현동) 레이디파크빌딩 5층","31","경기도","31023","성남시 분당구","3102358","서현1동","37.3720189","127.140177"
"KP0966","아트브릿지","대전광역시 서구 둔산대로117번길 22 (만년동)","25","대전광역시","25030","서구","2503069","만년동","36.3659267","127.382593"
"KP0967","아트센터 인천","인천광역시 연수구 아트센터대로 222 (송도동)","23","인천광역시","23040","연수구","2304066","송도2동","37.3939816","126.6267833"
"KP0968","아트센터 달","대구광역시 수성구 천을로 173 (매호동) ","22","대구광역시","22060","수성구","2206073","고산3동","35.8433151","128.7095745"
"KP0969","아트벙커","대구광역시 남구 현충로 262 (대명동)","22","대구광역시","22040","남구","2204056","대명1동","35.8556983","128.5831867"
"KP0970","아트팩토리 청춘","대구광역시 중구 달구벌대로 2204 (대봉동)","22","대구광역시","22010","중구","2201068","대봉1동","35.8625444","128.6041854"
"KP0971","아트센터 고리","대구광역시 중구 명륜로12길 21 (남산동) 금강빌딩 지하1층","22","대구광역시","22010","중구","2201064","남산1동","35.8623825","128.589131"
"KP0972","아회아트홀","대구광역시 중구 문우관길 47 (남산동)","22","대구광역시","22010","중구","2201064","남산1동","35.8644936","128.5915672"
"KP0973","아트플러스씨어터","대구광역시 중구 동성로3길 83 (공평동)","22","대구광역시","22010","중구","2201056","성내1동","35.8690509","128.5980532"
"KP0974","안데르센극장","부산광역시 기장군 장안읍 장안로 211","21","부산광역시","21310","기장군","2131012","장안읍","35.360079","129.2398873"
"KP0975","아트홀제이","서울특별시 송파구 위례성대로 18 금복빌딩 B1층 아트홀제이","11","서울특별시","11240","송파구","1124057","방이1동","37.5164639","127.1143352"
"KP0976","아트홀 가얏고을","서울특별시 강남구 테헤란로 337 (역삼동)","11","서울특별시","11230","강남구","1123064","역삼1동","37.5047776","127.0484885"
"KP0977","아트홀 봄","서울특별시 동작구 여의대방로54길 18 - 0 서울여성플라자 ","11","서울특별시","11200","동작구","1120068","대방동","37.5116167","126.9272242"
"KP0978","아트씨어터 문(안톤체홉극장)","서울특별시 종로구 성균관로3길 23 (명륜3가)","11","서울특별시","11010","종로구","1101073","혜화동","37.5830842","126.9970193"
"KP0979","아트포레스트 아트홀","서울특별시 종로구 대학로12길 22 (동숭동)","11","서울특별시","11010","종로구","1101064","이화동","37.5824911","127.0030956"
"KP0980","아티스탄홀","서울특별시 종로구 대학로 132 (동숭동)","11","서울특별시","11010","종로구","1101064","이화동","37.5830938","127.0021216"
"KP0981","아트선재센터","서울특별시 종로구 율곡로3길 87 (소격동) ","11","서울특별시","11010","종로구","1101054","삼청동","37.5794709","126.9818394"
"KP0982","양양문화복지회관","강원도 양양군 양양읍 일출로 540","32","강원도","32410","양양군","3241011","양양읍","38.076933","128.6268"
"KP0983","양구문화복지센터","강원도 양구군 양구읍 비봉로73번길 52","32","강원도","32380","양구군","3238011","양구읍","38.1090408","127.9838444"
"KP0984","알펜시아 리조트","강원도 평창군 대관령면 솔봉로 325 알펜시아리조트","32","강원도","32340","평창군","3234037","대관령면","37.6574511","128.6743436"
"KP0985","어울림소극장 [원주]","강원도 원주시 중앙로 27 (인동)","32","강원도","32020","원주시","3202052","원인동","37.3462752","127.9537739"
"KP0986","양평군민회관","경기도 양평군 양평읍 마유산로 3","31","경기도","31380","양평군","3138011","양평읍","37.4974512","127.484995"
"KP0987","양주별산대놀이마당","경기도 양주시 부흥로1399번길 47 (유양동) 양주별산대놀이마당","31","경기도","31260","양주시","3126051","양주1동","37.7863246","127.0315461"
"KP0988","양주문화예술회관","경기도 양주시 광적면 부흥로618번길 303 양주문화예술회관","31","경기도","31260","양주시","3126033","광적면","37.8132273","126.9723211"
"KP0989","안성문예회관","경기도 안성시 보개면 종합운동장로 203","31","경기도","31220","안성시","3122031","보개면","37.0141818","127.32407"
"KP0990","안양아트센터","경기도 안양시 만안구 문예로36번길 16 (안양동) ","31","경기도","31041","안양시 만안구","3104151","안양1동","37.3846631","126.9312877"
"KP0991","언플러그드하우스","울산광역시 남구 대학로 52 (무거동) ","26","울산광역시","26020","남구","2602058","삼호동","35.5398923","129.2575934"
"KP0992","앙트르뽀","대전광역시 중구 대전천서로 201 (석교동) ","25","대전광역시","25020","중구","2502057","석교동","36.3107317","127.4435549"
"KP0993","어울아트센터(구. 대구북구문예회관)","대구광역시 북구 구암로 47 (관음동) ","22","대구광역시","22050","북구","2205077","관음동","35.9347671","128.5466403"
"KP0994","액터스소극장","부산광역시 수영구 남천동로 7 장우빌딩","21","부산광역시","21140","수영구","2114051","남천1동","35.1430273","129.1098107"
"KP0995","암사어린이극장","서울특별시 강동구 올림픽로 930 (암사동)","11","서울특별시","11250","강동구","1125072","암사1동","37.5634686","127.13338"
"KP0996","알디스페이스 아트홀","서울특별시 강남구 도산대로89길 8 (청담동) 지하1층","11","서울특별시","11230","강남구","1123078","청담동","37.5251111","127.0506195"
"KP0997","압구정아트홀(폐관) (구. 오퍼스아트홀)","서울특별시 강남구 도산대로27길 43 (신사동)","11","서울특별시","11230","강남구","1123051","신사동","37.5227774","127.027341"
"KP0998","압구정예홀(압구정클럽)","서울특별시 강남구 언주로174길 30 (신사동) 한국국제예술원","11","서울특별시","11230","강남구","1123051","신사동","37.5278315","127.0363401"
"KP0999","언더더스타즈","서울특별시 서초구 서초중앙로 103 (서초동)","11","서울특별시","11220","서초구","1122051","서초1동","37.4908905","127.0138979"
"KP1000","업플로하우스","서울특별시 영등포구 당산로 241 (당산동6가) 7층","11","서울특별시","11190","영등포구","1119056","당산2동","37.5352119","126.9025468"
"KP1001","에반스라운지","서울 마포구 독막로9길 9","11","서울특별시","11140","마포구","1114066","서교동","37.5488204","126.9195359"
"KP1002","양천문화회관","서울특별시 양천구 목동서로 367 (신정동)","11","서울특별시","11150","양천구","1115064","신정1동","37.5164076","126.8632802"
"KP1003","애프터눈레코드","서울특별시 마포구 동교로38안길 21 (연남동)","11","서울특별시","11140","마포구","1114071","연남동","37.5622625","126.9253821"
"KP1004","얘기아트씨어터","서울특별시 마포구 고산길 32 (노고산동)","11","서울특별시","11140","마포구","1114060","대흥동","37.5537762","126.9388302"
"KP1005","앤트러사이트 [연희]","서울특별시 서대문구 연희로 135 (연희동) ","11","서울특별시","11130","서대문구","1113076","연희동","37.5696943","126.9328543"
"KP1006","어반소스","서울특별시 성동구 연무장3길 9 (성수동2가) ","11","서울특별시","11040","성동구","1104068","성수2가3동","37.5446694","127.051352"
"KP1007","언더스탠드에비뉴(신한두드림스페이스)","서울특별시 성동구 왕십리로 63 (성수동1) 제2층","11","서울특별시","11040","성동구","1104065","성수1가1동","37.5435618","127.0435817"
"KP1008","알록 에피소드","서울특별시 용산구 백범로87길 26 (원효로1가)","11","서울특별시","11030","용산구","1103072","원효로1동","37.5385732","126.968522"
"KP1009","업스테이지(UP Stage)","서울특별시 종로구 동숭길 41 (동숭동) ","11","서울특별시","11010","종로구","1101064","이화동","37.5801069","127.0042962"
"KP1010","엘리시안 강촌 리조트","강원도 춘천시 남산면 북한강변길 688 ","32","강원도","32010","춘천시","3201036","남산면","37.8167312","127.5879199"
"KP1011","에버랜드","경기도 용인시 처인구 포곡읍 에버랜드로 199 ","31","경기도","31191","용인시 처인구","3119111","포곡읍","37.2933272","127.2013221"
"KP1012","에보니홀","경기도 수원시 영통구 반달로7번길 40 (영통동) ","31","경기도","31014","수원시 영통구","3101464","영통1동","37.2535336","127.075202"
"KP1013","엑스포 과학공원 한빛탑","대전광역시 유성구 대덕대로 480 (도룡동) ","25","대전광역시","25040","유성구","2504055","신성동","36.3771613","127.3863485"
"KP1014","엘림아트센터","인천광역시 서구 크리스탈로 78 (경서동)","23","인천광역시","23080","서구","2308074","청라1동","37.5320703","126.6368817"
"KP1015","엑터스토리","대구 남구 현충로 265 지하 1층","22","대구광역시","22040","남구","2204056","대명1동","35.8558641","128.5827327"
"KP1016","여우별아트홀","대구광역시 중구 동성로3길 35 (삼덕동1가)","22","대구광역시","22010","중구","2201054","삼덕동","35.8669331","128.5972927"
"KP1017","엘레브","부산광역시 수영구 수영로725번길 27 (수영동) ","21","부산광역시","21140","수영구","2114053","수영동","35.1685564","129.1173473"
"KP1018","에저또소극장 [부산]","부산광역시 남구 수영로293번길 42 (대연동)","21","부산광역시","21070","남구","2107070","대연1동","35.1382283","129.097365"
"KP1019","에이아트스튜디오(A art studio)","서울특별시 강남구 논현로 130 (도곡동) ","11","서울특별시","11230","강남구","1123066","도곡1동","37.4814938","127.0435099"
"KP1020","엔플러그","서울특별시 강남구 봉은사로55길 20 (삼성동) ","11","서울특별시","11230","강남구","1123058","삼성1동","37.5119043","127.044381"
"KP1021","엑스스페이스","서울특별시 강남구 논현로117길 17 (논현동)","11","서울특별시","11230","강남구","1123052","논현1동","37.5093873","127.0313978"
"KP1022","엠팟홀 (구. 삼익아트홀)","서울특별시 강남구 학동로 171 (논현동) 삼익악기빌딩 3층","11","서울특별시","11230","강남구","1123052","논현1동","37.5140539","127.0295704"
"KP1023","에이라운지","서울 강남구 신사동 534-20 지하 2층","11","서울특별시","11230","강남구","1123051","신사동","37.5207014","127.0227783"
"KP1024","여의도 한강공원","서울특별시 영등포구 여의동로 330 (여의도동)","11","서울특별시","11190","영등포구","1119054","여의동","37.5263366","126.9335968"
"KP1025","여의도 한강공원 멀티플라자 그랑샤피토","서울특별시 영등포구 여의동로 330 (여의도동)","11","서울특별시","11190","영등포구","1119054","여의동","37.5263366","126.9335968"
"KP1026","여의도 이랜드크루즈 제1터미널","서울특별시 영등포구 여의동로 290 (여의도동)","11","서울특별시","11190","영등포구","1119054","여의동","37.5257718","126.9384091"
"KP1027","엠피엠지","서울특별시 마포구 서강로 78 (창전동)","11","서울특별시","11140","마포구","1114076","서강동","37.5500796","126.9326281"
"KP1028","엘라의 거실","서울특별시 마포구 독막로19길 30 (상수동) ","11","서울특별시","11140","마포구","1114076","서강동","37.5489426","126.9247439"
"KP1029","엘리펀트스페이스","서울특별시 마포구 동교로17길 7 (서교동) 1층","11","서울특별시","11140","마포구","1114066","서교동","37.555336","126.91605"
"KP1030","여행자극장","서울특별시 성북구 성북로5길 9-3 (성북동1가)","11","서울특별시","11080","성북구","1108081","성북동","37.5889416","127.0046625"
"KP1031","에스팩토리","서울특별시 성동구 연무장15길 11 ","11","서울특별시","11040","성동구","1104068","성수2가3동","37.54283","127.0589872"
"KP1032","에피소드 성수","서울특별시 성동구 뚝섬로 341 (성수동1가) ","11","서울특별시","11040","성동구","1104065","성수1가1동","37.5406799","127.0487847"
"KP1033","엔터식스 메두사 아트홀","서울특별시 성동구 왕십리로 241 (행당동, 서울숲 더샵)","11","서울특별시","11040","성동구","1104055","사근동","37.5562281","127.0400961"
"KP1034","여해문화공간","서울특별시 중구 장충단로 204 (장충동1가 26-6) ","11","서울특별시","11020","중구","1102058","장충동","37.5631012","127.0072219"
"KP1035","영주시민회관","경상북도 영주시 선비로 213 (영주동)","37","경상북도","37060","영주시","3706055","영주1동","36.8232138","128.6168975"
"KP1036","영광예술의전당","전라남도 영광군 영광읍 천년로13길 2-34","36","전라남도","36440","영광군","3644011","영광읍","35.2724616","126.508556"
"KP1037","영암군민회관","전라남도 영암군 영암읍 영암로 1527","36","전라남도","36410","영암군","3641011","영암읍","34.7948384","126.6970437"
"KP1038","영암문화원","전라남도 영암군 영암읍 교동로 55","36","전라남도","36410","영암군","3641011","영암읍","34.7969797","126.6911601"
"KP1039","영암청소년수련관","전라남도 영암군 영암읍 영암로 1511 ","36","전라남도","36410","영암군","3641011","영암읍","34.7945761","126.6955519"
"KP1040","연천수레울아트홀","경기도 연천군 연천읍 문화로 150","31","경기도","31350","연천군","3135011","연천읍","38.1088132","127.0801031"
"KP1041","열린아트홀","부산광역시 동래구 온천장로 7 (온천동)","21","부산광역시","21060","동래구","2106055","온천1동","35.2129868","129.0787507"
"KP1042","예감뮤직하우스","부산광역시 부산진구 전포대로200번길 16 (전포동) ","21","부산광역시","21050","부산진구","2105083","전포1동","35.1544077","129.0663843"
"KP1043","영도문화예술회관","부산광역시 영도구 함지로79번길 6 (동삼동)","21","부산광역시","21040","영도구","2104065","동삼1동","35.0752297","129.0663893"
"KP1044","역삼1동문화센터","서울특별시 강남구 역삼로7길 16 (역삼동) ","11","서울특별시","11230","강남구","1123064","역삼1동","37.4954841","127.0333574"
"KP1045","영산양재홀","서울특별시 서초구 바우뫼로37길 45 (양재동)","11","서울특별시","11220","서초구","1122066","양재1동","37.4804896","127.0384405"
"KP1046","영등포 타임스퀘어","서울특별시 영등포구 영중로 15 (영등포동4가)","11","서울특별시","11190","영등포구","1119074","영등포동","37.5172333","126.903716"
"KP1047","영등포문화원","서울특별시 영등포구 신길로 275 (영등포동) 영등포문화원 ","11","서울특별시","11190","영등포구","1119073","영등포본동","37.5161266","126.9121264"
"KP1048","영등포아트홀","서울특별시 영등포구 국회대로 596 (당산동3가)","11","서울특별시","11190","영등포구","1119055","당산1동","37.5260122","126.9001204"
"KP1049","영산아트홀","서울특별시 영등포구 여의공원로 101 (여의도동)","11","서울특별시","11190","영등포구","1119054","여의동","37.5292711","126.9248993"
"KP1050","연희정원","서울특별시 서대문구 연희로11라길 10-8 (연희동)","11","서울특별시","11130","서대문구","1113076","연희동","37.5684723","126.9303991"
"KP1051","연남장","서울특별시 서대문구 연희로5길 22 (연희동) 지하1층","11","서울특별시","11130","서대문구","1113076","연희동","37.5643339","126.9276011"
"KP1052","연희예술극장","서울특별시 서대문구 연희맛로 2-3 (연희동)","11","서울특별시","11130","서대문구","1113076","연희동","37.5656587","126.9285787"
"KP1053","연세대학교 백주년기념관","서울특별시 서대문구 연세로 50 (신촌동)","11","서울특별시","11130","서대문구","1113075","신촌동","37.5671131","126.9390292"
"KP1054","연세대학교 대강당","서울특별시 서대문구 연세로 50 (신촌동)","11","서울특별시","11130","서대문구","1113075","신촌동","37.5671131","126.9390292"
"KP1055","연세대학교 노천극장","서울특별시 서대문구 연세로 50 (신촌동) ","11","서울특별시","11130","서대문구","1113075","신촌동","37.5671131","126.9390292"
"KP1056","연극실험실 일상지하","서울특별시 성북구 성북로 106 (성북동)","11","서울특별시","11080","성북구","1108081","성북동","37.5930868","126.9972255"
"KP1057","영락교회","서울특별시 중구 수표로 33 (저동1가)","11","서울특별시","11020","중구","1102055","명동","37.5631853","126.9891962"
"KP1058","연극실험실 혜화동1번지","서울특별시 종로구 창경궁로35길 7 (혜화동)","11","서울특별시","11010","종로구","1101073","혜화동","37.5863764","127.001364"
"KP1059","연우소극장","서울특별시 종로구 창경궁로35길 21 (혜화동)","11","서울특별시","11010","종로구","1101073","혜화동","37.5869847","127.001776"
"KP1060","열린극장","서울특별시 종로구 창경궁로 258-12 (명륜2가)","11","서울특별시","11010","종로구","1101073","혜화동","37.5836983","127.0003476"
"KP1061","예그린씨어터","서울특별시 종로구 동숭길 130-5 (동숭동)","11","서울특별시","11010","종로구","1101064","이화동","37.5838842","127.0030468"
"KP1062","예주문화예술회관","경상북도 영덕군 영해면 318만세길 36","37","경상북도","37350","영덕군","3735036","영해면","36.5297395","129.4050334"
"KP1063","예울마루","전라남도 여수시 예울마루로 100 (시전동)","36","전라남도","36020","여수시","3602066","시전동","34.7506876","127.6654313"
"KP1064","예맥아트홀","경기도 파주시 탄현면 헤이리마을길 82-146 ","31","경기도","31200","파주시","3120032","탄현면","37.7883266","126.7021805"
"KP1065","오산문화예술회관","경기도 오산시 경기동로 41 (오산동)","31","경기도","31140","오산시","3114051","중앙동","37.159549","127.076857"
"KP1066","오남도서관","경기도 남양주시 오남읍 양지로240번길 12 ","31","경기도","31130","남양주시","3113015","오남읍","37.6979678","127.1978606"
"KP1067","예담아트홀","경기도 고양시 일산서구 탄현로 123 - 0","31","경기도","31104","고양시 일산서구","3110454","탄현동","37.7020801","126.7667278"
"KP1068","예린소극장","광주광역시 동구 예술길 23-1 (궁동)광주광역시 동구 궁동 36-6","24","광주광역시","24010","동구","2401051","충장동","35.1499902","126.9187224"
"KP1069","예술극장 통","광주광역시 동구 중앙로 149-2 (호남동)","24","광주광역시","24010","동구","2401051","충장동","35.1480953","126.9126005"
"KP1070","예전아트센터","대구광역시 남구 명덕로 98-1 (대명동)","22","대구광역시","22040","남구","2204056","대명1동","35.8568349","128.5806718"
"KP1071","오방가르드","부산광역시 남구 용소로7번길 15-1 (대연동) 지하","21","부산광역시","21070","남구","2107070","대연1동","35.1372234","129.1010179"
"KP1072","오시선/지하극장","서울특별시 강남구 논현로6길 26 (개포동) 지하 1층","11","서울특별시","11230","강남구","1123068","개포1동","37.4738856","127.0515385"
"KP1073","예림당아트홀","서울특별시 강남구 언주로 337 (역삼동)","11","서울특별시","11230","강남구","1123064","역삼1동","37.4979238","127.0443585"
"KP1074","오드 포트(ODE PORT)","서울특별시 강남구 도산대로25길 15-10 (신사동) ","11","서울특별시","11230","강남구","1123051","신사동","37.5207001","127.0263207"
"KP1075","예술의전당","서울특별시 서초구 남부순환로 2406 (서초동) ","11","서울특별시","11220","서초구","1122051","서초1동","37.4785361","127.0107423"
"KP1076","예술공간 몬스덕","서울특별시 영등포구 경인로77가길 7-1 (문래동2가)","11","서울특별시","11190","영등포구","1119076","문래동","37.5118605","126.8926948"
"KP1077","예스24 라이브홀 (구. 악스코리아)","서울특별시 광진구 구천면로 20 (광장동)","11","서울특별시","11050","광진구","1105063","광장동","37.5457389","127.1079597"
"KP1078","예술공간 서울","서울특별시 종로구 성균관로4길 19 (명륜2가)","11","서울특별시","11010","종로구","1101073","혜화동","37.585159","126.9983106"
"KP1079","예술공간 혜화","서울특별시 종로구 혜화로 10-3 성인빌딩?","11","서울특별시","11010","종로구","1101073","혜화동","37.5866437","127.0004821"
"KP1080","평강랜드","경기도 포천시 영북면 우물목길 171-18 ","31","경기도","31270","포천시","3127039","영북면","38.0499786","127.3061882"
"KP1081","예술극장 나무와물","서울특별시 종로구 창경궁로 263 (명륜2가)","11","서울특별시","11010","종로구","1101073","혜화동","37.5848997","127.0003713"
"KP1082","예술가의 집","서울특별시 종로구 동숭길 3 (동숭동)","11","서울특별시","11010","종로구","1101064","이화동","37.5805409","127.0032407"
"KP1083","예술공간 라푸푸","서울특별시 종로구 동숭4길 4 (동숭동)","11","서울특별시","11010","종로구","1101064","이화동","37.5830593","127.0040224"
"KP1084","예스24 스테이지(구. DCF대명문화공장)","서울특별시 종로구 대학로12길 21 (동숭동)","11","서울특별시","11010","종로구","1101064","이화동","37.5827315","127.0031717"
"KP1085","예술공간 오르다(구. 우석레파토리극장)","서울특별시 종로구 이화장길 86-11 (동숭동)","11","서울특별시","11010","종로구","1101064","이화동","37.5792173","127.0051781"
"KP1086","예술공간 유비누리 앱질 전용관","서울특별시 종로구 대학로8가길 52 (동숭동)","11","서울특별시","11010","종로구","1101064","이화동","37.5829838","127.0026677"
"KP1087","예술나무씨어터(구. 상상나눔씨어터)","서울특별시 구로구 구로중앙로 134 (구로동, 신구로자이나인스에비뉴)","11","서울특별시","11170","구로구","1117052","구로1동","37.4999176","126.8846199"
"KP1088","용설아트스페이스","경기도 안성시 죽산면 용설호수길 101","31","경기도","31220","안성시","3122040","죽산면","37.0568204","127.4519825"
"KP1089","용인포은아트홀","경기도 용인시 수지구 포은대로 499 (죽전동)","31","경기도","31193","용인시 수지구","3119354","죽전1동","37.328192","127.1056555"
"KP1090","용인시평생학습관(여성회관)","경기도 용인시 수지구 문정로7번길 15 (풍덕천동) ","31","경기도","31193","용인시 수지구","3119351","풍덕천1동","37.3205391","127.0954805"
"KP1091","용인시민체육공원","경기도 용인시 처인구 동백죽전대로 61 (삼가동) ","31","경기도","31191","용인시 처인구","3119152","역삼동","37.2498203","127.1651803"
"KP1092","용인문화예술원","경기도 용인시 처인구 중부대로 1199 (삼가동)","31","경기도","31191","용인시 처인구","3119152","역삼동","37.2412522","127.1774916"
"KP1093","용인시문화예술회관","경기도 용인시 처인구 중부대로1392번길 15 (김량장동)","31","경기도","31191","용인시 처인구","3119151","중앙동","37.2317446","127.1989214"
"KP1094","와부주민자치센터","경기도 남양주시 와부읍 월문천로 35 ","31","경기도","31130","남양주시","3113011","와부읍","37.5855465","127.2163171"
"KP1095","와부체육문화센터","경기도 남양주시 와부읍 월문천로 51","31","경기도","31130","남양주시","3113011","와부읍","37.5858473","127.2180159"
"KP1096","우경아트홀","경기도 고양시 덕양구 화신로272번길 11 (화정동)","31","경기도","31101","고양시 덕양구","3110163","화정2동","37.631381","126.8310614"
"KP1097","오정아트홀","경기도 부천시 성오로 172 (오정동)","31","경기도","31050","부천시","3105096","오정동","37.5283699","126.796025"
"KP1098","올림픽기념 국민생활관 [인천]","인천광역시 남동구 구월로 251 (구월동) 올림픽기념국민생활관","23","인천광역시","23050","남동구","2305051","구월1동","37.4573753","126.7188991"
"KP1099","올림픽기념 국민생활관 [부산]","부산광역시 해운대구 APEC로 68 (우동) 부산사회체육센타","21","부산광역시","21090","해운대구","2109073","우1동","35.167448","129.1376836"
"KP1100","용천지랄소극장","부산광역시 남구 용소로13번길 36-1 (대연동)","21","부산광역시","21070","남구","2107070","대연1동","35.1368401","129.1025813"
"KP1101","오즈홀 [부산]","부산광역시 부산진구 부전로 94 - 0 영등프라자 B1","21","부산광역시","21050","부산진구","2105052","부전2동","35.158494","129.0550028"
"KP1102","올림픽공원","서울특별시 송파구 올림픽로 424 올림픽공원 (방이동)","11","서울특별시","11240","송파구","1124057","방이1동","37.520934","127.122959"
"KP1103","오트밀 쿠킹스튜디오","서울특별시 서초구 언남17길 4 (양재동)","11","서울특별시","11220","서초구","1122066","양재1동","37.4755925","127.0457019"
"KP1104","우나앤쿠","서울특별시 동작구 상도로 63 (대방동) ","11","서울특별시","11200","동작구","1120068","대방동","37.4999563","126.927644"
"KP1105","와팝홀(구 돔아트홀)","서울특별시 광진구 능동 18","11","서울특별시","11050","광진구","1105059","능동","37.5495943","127.0815904"
"KP1106","용산아트홀","서울특별시 용산구 녹사평대로 150(이태원동 34-87)","11","서울특별시","11030","용산구","1103065","이태원1동","37.532527","126.99049"
"KP1107","용산전쟁기념관","서울특별시 용산구 이태원로 29 (용산동1가) ","11","서울특별시","11030","용산구","1103053","남영동","37.537314","126.9784661"
"KP1108","오씨어터","서울특별시 종로구 명륜4가 113-1 대학로 스타시티빌딩 지하2층","11","서울특별시","11010","종로구","1101073","혜화동","37.5820867","127.0004837"
"KP1109","올래홀","서울특별시 종로구 대학로10길 24 (동숭동)","11","서울특별시","11010","종로구","1101064","이화동","37.5816064","127.0035724"
"KP1110","울릉한마음회관","경상북도 울릉군 울릉읍 울릉순환로 286","37","경상북도","37430","울릉군","3743011","울릉읍","37.4905592","130.9046221"
"KP1111","울진문화예술회관","경상북도 울진군 후포면 후포삼율로 194-14","37","경상북도","37420","울진군","3742038","후포면","36.6871179","129.443775"
"KP1112","원광대학교 문화체육관","전라북도 익산시 익산대로 460 (신동) ","35","전라북도","35030","익산시","3503065","신동","35.96783","126.9557171"
"KP1113","원주백운아트홀","강원도 원주시 시청로 1 (무실동)","32","강원도","32020","원주시","3202067","무실동","37.341948","127.919921"
"KP1114","원주종합체육관","강원도 원주시 서원대로 281 (명륜동)","32","강원도","32020","원주시","3202054","명륜1동","37.339062","127.9419151"
"KP1115","원주치악예술관","강원도 원주시 서원대로 331 (명륜동)","32","강원도","32020","원주시","3202054","명륜1동","37.3354371","127.9446055"
"KP1116","원주문화원","강원도 원주시 일산로 72 (원동) ","32","강원도","32020","원주시","3202052","원인동","37.3456308","127.9503816"
"KP1117","원주중앙청소년문화의집","강원도 원주시 중앙로 89 (중앙동)","32","강원도","32020","원주시","3202051","중앙동","37.3489314","127.95103"
"KP1118","웅진플레이도시","경기도 부천시 조마루로 2 (상동)","31","경기도","31050","부천시","3105089","중동","37.4999701","126.7442354"
"KP1119","우리소극장","경기도 의정부시 용민로 483 (민락동) 406호","31","경기도","31030","의정부시","3103066","송산2동","37.750768","127.1180814"
"KP1120","울주군청","울산광역시 울주군 청량읍 군청로 1","26","울산광역시","26310","울주군","2631015","청량읍","35.5221925","129.2426456"
"KP1121","울주문화예술회관","울산광역시 울주군 범서읍 천상중앙길 36","26","울산광역시","26310","울주군","2631014","범서읍","35.5644531","129.2320572"
"KP1122","울산북구문화예술회관","울산광역시 북구 산업로 1000 (연암동)","26","울산광역시","26040","북구","2604056","효문동","35.5813557","129.3614193"
"KP1123","울산 장생포 CJ대한통운 부지","울산광역시 남구 장생포고래로 292 (매암동)","26","울산광역시","26020","남구","2602061","야음장생포동","35.5053685","129.3853324"
"KP1124","울산문화예술회관","울산광역시 남구 번영로 200 (달동)","26","울산광역시","26020","남구","2602056","달동","35.542953","129.3271356"
"KP1125","울산 중구문화의전당","울산광역시 중구 종가로 405","26","울산광역시","26010","중구","2601066","성안동","35.5675312","129.3215665"
"KP1126","울산동천체육관","울산광역시 중구 염포로 85 (남외동) ","26","울산광역시","26010","중구","2601062","병영1동","35.5610412","129.3504859"
"KP1127","울산종합운동장","울산광역시 중구 염포로 55 (남외동) ","26","울산광역시","26010","중구","2601062","병영1동","35.5626195","129.3479622"
"KP1128","우암사적공원","대전광역시 동구 충정로 53 (가양동)","25","대전광역시","25010","동구","2501064","가양2동","36.3482091","127.458979"
"KP1129","우송예술회관","대전광역시 동구 동대전로 171 (자양동)","25","대전광역시","25010","동구","2501060","자양동","36.3378424","127.4459104"
