RESPOND_ID,EXAMIN_BEGIN_DE,SEXDSTN_FLAG_CD,AGRDE_FLAG_NM,ANSWRR_OC_AREA_NM,HSHLD_INCOME_DGREE_NM,ALL_TURSM_TOUR_EXPNDTR_INTEN_VALUE,DMSTC_TURSM_TOUR_EXPNDTR_INTEN_VALUE,OVSEA_TURSM_TOUR_EXPNDTR_INTEN_VALUE
53365151,20230227,F,40대,경기도,700만원 이상,약간 더 적게,비슷하게,훨씬 더 적게
53341107,20230227,F,40대,부산광역시,모름,약간 더 적게,비슷하게,훨씬 더 적게
53343838,20230227,F,40대,부산광역시,모름,훨씬 더 적게,훨씬 더 적게,훨씬 더 적게
53368134,20230227,F,40대,부산광역시,300이상500만원 미만,약간 더 많이,약간 더 많이,약간 더 많이
53373490,20230227,F,40대,부산광역시,300이상500만원 미만,비슷하게,비슷하게,비슷하게
53366536,20230227,F,40대,충청북도,300이상500만원 미만,훨씬 더 적게,훨씬 더 적게,훨씬 더 적게
53348035,20230227,F,40대,충청북도,500이상700만원 미만,약간 더 많이,약간 더 많이,약간 더 많이
53353009,20230227,F,30대,서울특별시,700만원 이상,훨씬 더 많이,훨씬 더 많이,비슷하게
53372420,20230227,F,30대,서울특별시,모름,약간 더 많이,비슷하게,약간 더 많이
53367188,20230227,F,30대,서울특별시,300이상500만원 미만,약간 더 많이,약간 더 많이,비슷하게
53375726,20230227,F,30대,서울특별시,700만원 이상,훨씬 더 많이,약간 더 많이,훨씬 더 많이
53324504,20230227,F,30대,서울특별시,700만원 이상,약간 더 많이,약간 더 많이,약간 더 많이
53326125,20230227,F,30대,경기도,300이상500만원 미만,약간 더 많이,약간 더 많이,약간 더 많이
53357161,20230227,F,30대,경기도,300만원 미만,비슷하게,비슷하게,비슷하게
53331223,20230227,F,30대,경기도,300만원 미만,비슷하게,약간 더 많이,약간 더 많이
53347313,20230227,F,30대,경기도,500이상700만원 미만,약간 더 많이,약간 더 많이,약간 더 많이
53329567,20230227,F,30대,경기도,700만원 이상,비슷하게,비슷하게,비슷하게
53347489,20230227,F,30대,경기도,700만원 이상,약간 더 많이,약간 더 많이,약간 더 적게
53344091,20230227,F,30대,경기도,모름,약간 더 많이,약간 더 많이,약간 더 많이
53340611,20230227,F,30대,경기도,300만원 미만,비슷하게,비슷하게,비슷하게
53347498,20230227,F,30대,경기도,700만원 이상,비슷하게,훨씬 더 많이,훨씬 더 많이
53346125,20230227,F,30대,경기도,700만원 이상,훨씬 더 많이,비슷하게,비슷하게
53327024,20230227,F,30대,경기도,700만원 이상,약간 더 적게,약간 더 적게,약간 더 적게
53357378,20230227,F,30대,강원도,300이상500만원 미만,약간 더 많이,약간 더 많이,약간 더 많이
53346876,20230227,F,30대,경상북도,700만원 이상,약간 더 많이,약간 더 많이,약간 더 적게
53327326,20230227,F,30대,경상북도,모름,비슷하게,약간 더 많이,비슷하게
53330515,20230227,F,30대,경상북도,모름,약간 더 많이,비슷하게,약간 더 많이
53367065,20230227,F,30대,경상북도,700만원 이상,훨씬 더 많이,훨씬 더 많이,훨씬 더 많이
53356661,20230227,F,30대,경상남도,700만원 이상,약간 더 적게,약간 더 적게,약간 더 적게
53346699,20230227,F,30대,경상남도,300이상500만원 미만,약간 더 많이,약간 더 많이,약간 더 많이
53328409,20230227,F,30대,경상남도,500이상700만원 미만,비슷하게,비슷하게,비슷하게
53347103,20230227,F,20대,서울특별시,300만원 미만,약간 더 적게,약간 더 많이,약간 더 적게
53324429,20230227,F,20대,서울특별시,300만원 미만,약간 더 많이,훨씬 더 많이,훨씬 더 많이
53323024,20230227,F,20대,서울특별시,500이상700만원 미만,훨씬 더 많이,훨씬 더 많이,약간 더 많이
53332300,20230227,F,20대,서울특별시,300만원 미만,비슷하게,약간 더 많이,약간 더 많이
53355024,20230227,F,20대,서울특별시,300만원 미만,약간 더 많이,약간 더 많이,훨씬 더 많이
53340636,20230227,F,20대,서울특별시,모름,약간 더 많이,훨씬 더 적게,약간 더 많이
53356776,20230227,F,20대,서울특별시,500이상700만원 미만,비슷하게,비슷하게,비슷하게
53357457,20230227,F,20대,서울특별시,700만원 이상,약간 더 적게,훨씬 더 많이,훨씬 더 많이
53330057,20230227,F,20대,대구광역시,700만원 이상,약간 더 많이,약간 더 많이,약간 더 많이
53336603,20230227,F,20대,대구광역시,500이상700만원 미만,약간 더 많이,훨씬 더 많이,훨씬 더 많이
53346827,20230227,F,20대,대구광역시,700만원 이상,비슷하게,약간 더 많이,약간 더 많이
53363468,20230227,F,20대,광주광역시,300만원 미만,약간 더 많이,약간 더 많이,약간 더 많이
53355588,20230227,F,20대,광주광역시,700만원 이상,비슷하게,약간 더 많이,비슷하게
53345771,20230227,F,20대,광주광역시,300이상500만원 미만,비슷하게,비슷하게,비슷하게
53335310,20230227,M,60대,전라남도,500이상700만원 미만,훨씬 더 적게,훨씬 더 적게,훨씬 더 적게
53360193,20230227,M,60대,전라남도,500이상700만원 미만,약간 더 많이,약간 더 많이,훨씬 더 많이
53349040,20230227,M,60대,전라남도,700만원 이상,약간 더 많이,비슷하게,약간 더 많이
53338529,20230227,M,60대,전라남도,300만원 미만,약간 더 적게,약간 더 적게,훨씬 더 적게
53344587,20230227,M,50대,서울특별시,300이상500만원 미만,약간 더 많이,훨씬 더 적게,비슷하게
53323428,20230227,M,50대,서울특별시,300이상500만원 미만,훨씬 더 많이,훨씬 더 많이,훨씬 더 많이
53326613,20230227,M,50대,서울특별시,700만원 이상,훨씬 더 많이,비슷하게,약간 더 많이
53328468,20230227,M,50대,서울특별시,700만원 이상,약간 더 많이,비슷하게,약간 더 많이
53323928,20230227,M,50대,서울특별시,500이상700만원 미만,훨씬 더 적게,훨씬 더 적게,훨씬 더 적게
53364926,20230227,M,50대,서울특별시,500이상700만원 미만,약간 더 적게,훨씬 더 적게,훨씬 더 적게
53324018,20230227,M,50대,서울특별시,700만원 이상,약간 더 많이,약간 더 많이,약간 더 많이
53323319,20230227,M,50대,서울특별시,300이상500만원 미만,약간 더 많이,약간 더 많이,약간 더 많이
53336385,20230227,M,50대,서울특별시,500이상700만원 미만,약간 더 많이,약간 더 많이,약간 더 많이
53323742,20230227,M,50대,서울특별시,300만원 미만,약간 더 적게,훨씬 더 적게,약간 더 적게
53324361,20230227,M,50대,서울특별시,300이상500만원 미만,약간 더 많이,약간 더 많이,약간 더 많이
53372980,20230227,M,50대,서울특별시,700만원 이상,약간 더 많이,약간 더 많이,약간 더 많이
53354717,20230227,M,50대,강원도,500이상700만원 미만,비슷하게,약간 더 적게,약간 더 적게
53360745,20230227,M,50대,전라북도,700만원 이상,약간 더 많이,훨씬 더 많이,훨씬 더 많이
53374387,20230227,M,50대,전라북도,500이상700만원 미만,약간 더 많이,훨씬 더 많이,훨씬 더 많이
53363843,20230227,M,40대,서울특별시,700만원 이상,약간 더 적게,약간 더 적게,약간 더 적게
53371559,20230227,M,40대,서울특별시,700만원 이상,훨씬 더 많이,훨씬 더 많이,훨씬 더 많이
53362892,20230227,M,40대,서울특별시,700만원 이상,약간 더 많이,훨씬 더 많이,훨씬 더 많이
53369607,20230227,M,40대,서울특별시,700만원 이상,훨씬 더 많이,약간 더 많이,훨씬 더 많이
53336658,20230227,M,40대,서울특별시,700만원 이상,비슷하게,약간 더 많이,약간 더 많이
53323488,20230227,M,40대,서울특별시,700만원 이상,약간 더 적게,약간 더 많이,비슷하게
53348602,20230227,M,40대,서울특별시,300이상500만원 미만,약간 더 적게,약간 더 적게,약간 더 적게
53349148,20230227,M,40대,서울특별시,700만원 이상,비슷하게,비슷하게,약간 더 적게
53341176,20230227,M,40대,서울특별시,300이상500만원 미만,비슷하게,비슷하게,비슷하게
53322960,20230227,M,40대,서울특별시,500이상700만원 미만,비슷하게,비슷하게,비슷하게
53357142,20230227,M,40대,서울특별시,700만원 이상,비슷하게,비슷하게,비슷하게
53345366,20230227,M,40대,서울특별시,300만원 미만,비슷하게,비슷하게,비슷하게
53338775,20230227,M,40대,대전광역시,700만원 이상,훨씬 더 많이,비슷하게,약간 더 많이
53359135,20230227,M,40대,대전광역시,300이상500만원 미만,비슷하게,비슷하게,훨씬 더 적게
53375464,20230227,M,40대,강원도,700만원 이상,약간 더 많이,약간 더 많이,약간 더 많이
53368944,20230227,M,30대,경기도,500이상700만원 미만,훨씬 더 많이,약간 더 많이,훨씬 더 많이
53341862,20230227,M,30대,경기도,모름,비슷하게,비슷하게,비슷하게
53337260,20230227,M,30대,경기도,300이상500만원 미만,비슷하게,비슷하게,비슷하게
53346446,20230227,M,30대,경기도,500이상700만원 미만,약간 더 많이,약간 더 많이,약간 더 많이
53331406,20230227,M,30대,경기도,300이상500만원 미만,약간 더 많이,약간 더 많이,약간 더 많이
53350653,20230227,M,30대,경기도,500이상700만원 미만,약간 더 많이,훨씬 더 많이,훨씬 더 많이
53335086,20230227,M,30대,경기도,500이상700만원 미만,약간 더 적게,약간 더 많이,비슷하게
53366632,20230227,M,30대,경기도,500이상700만원 미만,약간 더 적게,약간 더 많이,약간 더 적게
53345188,20230227,M,30대,경기도,500이상700만원 미만,비슷하게,비슷하게,비슷하게
311633,20230227,M,20대,전라북도,700만원 이상,약간 더 많이,약간 더 많이,비슷하게
349421,20230227,M,20대,서울특별시,300만원 미만,약간 더 많이,훨씬 더 많이,약간 더 많이
393855,20230227,M,20대,인천광역시,700만원 이상,비슷하게,훨씬 더 많이,훨씬 더 많이
413139,20230227,M,20대,강원도,300이상500만원 미만,약간 더 적게,비슷하게,비슷하게
421494,20230227,M,20대,인천광역시,500이상700만원 미만,비슷하게,비슷하게,비슷하게
427537,20230227,M,20대,충청남도(세종시 포함),모름,비슷하게,약간 더 적게,비슷하게
430325,20230227,M,20대,서울특별시,500이상700만원 미만,약간 더 적게,비슷하게,약간 더 적게
431072,20230227,M,20대,경기도,700만원 이상,약간 더 적게,비슷하게,비슷하게
445936,20230227,M,20대,경상남도,500이상700만원 미만,비슷하게,약간 더 많이,약간 더 많이
449480,20230227,M,20대,충청남도(세종시 포함),700만원 이상,약간 더 많이,훨씬 더 많이,약간 더 많이
53323149,20230227,M,20대,경기도,300이상500만원 미만,약간 더 많이,비슷하게,약간 더 많이
53323454,20230227,M,20대,서울특별시,300만원 미만,약간 더 적게,약간 더 적게,약간 더 적게
53323471,20230227,M,20대,서울특별시,모름,약간 더 적게,약간 더 적게,약간 더 적게
53323504,20230227,M,20대,서울특별시,모름,비슷하게,약간 더 많이,비슷하게
53324015,20230227,M,20대,서울특별시,모름,훨씬 더 적게,약간 더 적게,훨씬 더 적게
53324052,20230227,M,30대,서울특별시,300이상500만원 미만,약간 더 많이,약간 더 적게,약간 더 많이
53325221,20230227,M,60대,서울특별시,700만원 이상,약간 더 많이,훨씬 더 많이,약간 더 많이
53325651,20230227,M,50대,광주광역시,500이상700만원 미만,약간 더 많이,약간 더 많이,약간 더 많이
53325684,20230227,F,60대,인천광역시,700만원 이상,약간 더 많이,비슷하게,약간 더 많이
53325710,20230227,M,60대,경기도,700만원 이상,비슷하게,비슷하게,비슷하게
53326016,20230227,M,30대,경상남도,300만원 미만,약간 더 적게,훨씬 더 적게,약간 더 적게
53326056,20230227,F,40대,충청남도(세종시 포함),700만원 이상,비슷하게,비슷하게,비슷하게
53326301,20230227,M,40대,충청남도(세종시 포함),500이상700만원 미만,약간 더 많이,약간 더 많이,약간 더 적게
53326483,20230227,M,50대,제주도,300만원 미만,비슷하게,비슷하게,비슷하게
53326645,20230227,F,20대,경기도,700만원 이상,약간 더 적게,약간 더 적게,약간 더 적게
53326866,20230227,F,60대,서울특별시,700만원 이상,약간 더 많이,훨씬 더 많이,훨씬 더 많이
53327091,20230227,M,30대,인천광역시,300이상500만원 미만,비슷하게,약간 더 많이,약간 더 많이
53327144,20230227,M,20대,경기도,500이상700만원 미만,약간 더 많이,약간 더 많이,약간 더 적게
53327164,20230227,F,60대,충청북도,300이상500만원 미만,비슷하게,비슷하게,약간 더 많이
53327233,20230227,F,50대,인천광역시,300만원 미만,약간 더 많이,약간 더 많이,약간 더 많이
53327393,20230227,M,60대,경상남도,500이상700만원 미만,약간 더 많이,약간 더 많이,약간 더 많이
53327508,20230227,F,40대,광주광역시,300이상500만원 미만,약간 더 많이,비슷하게,약간 더 많이
53327638,20230227,F,60대,서울특별시,300이상500만원 미만,약간 더 많이,약간 더 많이,약간 더 많이
53327670,20230227,F,20대,대전광역시,300이상500만원 미만,약간 더 많이,약간 더 많이,약간 더 많이
53327676,20230227,M,40대,경기도,700만원 이상,비슷하게,비슷하게,비슷하게
53327841,20230227,M,60대,경기도,700만원 이상,약간 더 많이,약간 더 많이,약간 더 많이
53327843,20230227,M,40대,경상남도,300이상500만원 미만,약간 더 많이,약간 더 많이,약간 더 많이
53327965,20230227,F,30대,충청북도,500이상700만원 미만,약간 더 많이,약간 더 적게,훨씬 더 많이
53328070,20230227,M,40대,경기도,300이상500만원 미만,약간 더 많이,약간 더 많이,훨씬 더 많이
53328168,20230227,M,50대,제주도,300만원 미만,약간 더 많이,약간 더 많이,약간 더 많이
53328244,20230227,M,40대,경기도,모름,약간 더 많이,비슷하게,약간 더 많이
53328501,20230227,M,60대,부산광역시,300이상500만원 미만,약간 더 적게,약간 더 적게,훨씬 더 적게
53328699,20230227,M,50대,대구광역시,700만원 이상,약간 더 많이,훨씬 더 많이,약간 더 많이
53328732,20230227,M,50대,경기도,700만원 이상,약간 더 적게,약간 더 많이,약간 더 많이
53328811,20230227,M,40대,경상북도,300만원 미만,비슷하게,비슷하게,훨씬 더 적게
53328990,20230227,F,60대,서울특별시,300이상500만원 미만,비슷하게,비슷하게,약간 더 적게
53328992,20230227,M,30대,경상남도,300이상500만원 미만,약간 더 많이,훨씬 더 많이,훨씬 더 많이
53329254,20230227,M,50대,전라남도,700만원 이상,약간 더 많이,훨씬 더 많이,훨씬 더 많이
53329570,20230227,M,30대,서울특별시,500이상700만원 미만,비슷하게,비슷하게,비슷하게
53329596,20230227,F,30대,충청남도(세종시 포함),300이상500만원 미만,비슷하게,약간 더 많이,약간 더 적게
53329604,20230227,F,60대,서울특별시,700만원 이상,훨씬 더 많이,약간 더 많이,훨씬 더 많이
53329721,20230227,M,60대,부산광역시,700만원 이상,훨씬 더 많이,훨씬 더 많이,훨씬 더 많이
53329730,20230227,F,50대,경기도,700만원 이상,비슷하게,비슷하게,비슷하게
53329898,20230227,F,60대,서울특별시,700만원 이상,비슷하게,비슷하게,비슷하게
53330090,20230227,M,30대,경상남도,300이상500만원 미만,약간 더 많이,약간 더 많이,약간 더 많이
53330093,20230227,M,60대,강원도,500이상700만원 미만,훨씬 더 많이,약간 더 많이,훨씬 더 많이
53330443,20230227,F,50대,대구광역시,300만원 미만,비슷하게,비슷하게,비슷하게
53330464,20230227,F,60대,부산광역시,300이상500만원 미만,약간 더 많이,약간 더 많이,비슷하게
53330507,20230227,F,30대,인천광역시,300이상500만원 미만,비슷하게,약간 더 많이,약간 더 적게
53330545,20230227,F,40대,전라북도,500이상700만원 미만,약간 더 많이,약간 더 많이,약간 더 많이
53330657,20230227,F,50대,대전광역시,300만원 미만,비슷하게,비슷하게,비슷하게
53330758,20230227,F,20대,경기도,모름,비슷하게,비슷하게,비슷하게
53330802,20230227,F,50대,경상북도,300이상500만원 미만,약간 더 많이,약간 더 많이,약간 더 많이
53331084,20230227,M,40대,부산광역시,300이상500만원 미만,비슷하게,비슷하게,비슷하게
53331303,20230227,M,50대,경기도,700만원 이상,약간 더 많이,비슷하게,약간 더 많이
53331436,20230227,F,20대,경상남도,700만원 이상,훨씬 더 많이,약간 더 많이,훨씬 더 많이
53331437,20230227,F,60대,경상북도,500이상700만원 미만,약간 더 많이,약간 더 많이,비슷하게
53331550,20230227,M,30대,충청남도(세종시 포함),500이상700만원 미만,약간 더 많이,비슷하게,약간 더 많이
53332080,20230227,M,40대,경기도,500이상700만원 미만,비슷하게,훨씬 더 적게,약간 더 적게
53332175,20230227,F,50대,광주광역시,500이상700만원 미만,약간 더 많이,비슷하게,약간 더 많이
53332215,20230227,F,40대,충청남도(세종시 포함),500이상700만원 미만,비슷하게,비슷하게,비슷하게
53332369,20230227,M,50대,경상남도,500이상700만원 미만,비슷하게,비슷하게,비슷하게
53332532,20230227,M,40대,경기도,500이상700만원 미만,훨씬 더 많이,훨씬 더 많이,훨씬 더 많이
53332638,20230227,F,50대,경기도,500이상700만원 미만,약간 더 많이,비슷하게,약간 더 많이
53333049,20230227,M,50대,경기도,500이상700만원 미만,비슷하게,비슷하게,비슷하게
53333389,20230227,F,60대,전라북도,300만원 미만,훨씬 더 많이,약간 더 많이,비슷하게
53333460,20230227,M,30대,서울특별시,300이상500만원 미만,훨씬 더 많이,훨씬 더 많이,훨씬 더 많이
53333513,20230227,F,60대,경기도,700만원 이상,훨씬 더 적게,훨씬 더 적게,훨씬 더 적게
53333774,20230227,F,50대,경상북도,500이상700만원 미만,약간 더 많이,비슷하게,약간 더 많이
53333897,20230227,M,20대,경기도,300이상500만원 미만,약간 더 적게,비슷하게,약간 더 적게
53333915,20230227,F,60대,인천광역시,300만원 미만,비슷하게,비슷하게,약간 더 적게
53334234,20230227,M,30대,대전광역시,300만원 미만,약간 더 많이,약간 더 많이,훨씬 더 많이
53334264,20230227,M,20대,부산광역시,모름,비슷하게,비슷하게,비슷하게
53334353,20230227,M,50대,대구광역시,700만원 이상,약간 더 많이,약간 더 많이,약간 더 많이
53334485,20230227,F,60대,전라북도,300만원 미만,약간 더 적게,비슷하게,비슷하게
53334690,20230227,M,30대,서울특별시,300만원 미만,약간 더 적게,약간 더 적게,약간 더 적게
53334849,20230227,M,30대,경상남도,300이상500만원 미만,약간 더 많이,약간 더 많이,비슷하게
53334868,20230227,F,50대,경기도,300만원 미만,약간 더 많이,훨씬 더 많이,약간 더 많이
53335148,20230227,F,50대,대구광역시,300이상500만원 미만,약간 더 적게,비슷하게,약간 더 적게
53335214,20230227,M,30대,서울특별시,500이상700만원 미만,비슷하게,훨씬 더 적게,약간 더 적게
53335297,20230227,F,60대,경상북도,300이상500만원 미만,비슷하게,약간 더 적게,약간 더 적게
53335421,20230227,M,20대,경기도,300이상500만원 미만,훨씬 더 많이,훨씬 더 많이,약간 더 많이
53335449,20230227,M,40대,부산광역시,300이상500만원 미만,약간 더 많이,약간 더 많이,약간 더 많이
53335561,20230227,M,40대,인천광역시,500이상700만원 미만,약간 더 많이,약간 더 많이,약간 더 많이
53335596,20230227,M,20대,서울특별시,모름,비슷하게,비슷하게,비슷하게
53335771,20230227,F,50대,인천광역시,모름,약간 더 많이,약간 더 많이,약간 더 많이
53335951,20230227,M,20대,경기도,모름,비슷하게,비슷하게,비슷하게
53336499,20230227,M,60대,인천광역시,700만원 이상,약간 더 많이,약간 더 많이,약간 더 많이
53336674,20230227,M,20대,경기도,500이상700만원 미만,훨씬 더 많이,훨씬 더 많이,비슷하게
53337177,20230227,M,50대,대전광역시,500이상700만원 미만,비슷하게,훨씬 더 많이,훨씬 더 많이
53337248,20230227,M,60대,충청북도,500이상700만원 미만,약간 더 많이,비슷하게,약간 더 많이
53337340,20230227,M,50대,충청남도(세종시 포함),700만원 이상,약간 더 많이,비슷하게,약간 더 많이
53337538,20230227,F,40대,경상남도,300만원 미만,비슷하게,약간 더 많이,약간 더 많이
53337717,20230227,M,40대,충청남도(세종시 포함),500이상700만원 미만,훨씬 더 적게,훨씬 더 적게,훨씬 더 적게
53338042,20230227,F,50대,광주광역시,500이상700만원 미만,비슷하게,비슷하게,비슷하게
53338057,20230227,F,20대,제주도,모름,비슷하게,약간 더 많이,약간 더 많이
53338293,20230227,M,20대,서울특별시,모름,비슷하게,비슷하게,비슷하게
53338411,20230227,F,50대,경기도,500이상700만원 미만,약간 더 적게,약간 더 적게,훨씬 더 적게
53338502,20230227,M,50대,대전광역시,300이상500만원 미만,약간 더 많이,훨씬 더 많이,훨씬 더 많이
53338642,20230227,M,40대,경기도,700만원 이상,훨씬 더 적게,훨씬 더 적게,훨씬 더 적게
53338682,20230227,M,60대,충청남도(세종시 포함),300이상500만원 미만,약간 더 적게,비슷하게,비슷하게
53338929,20230227,F,30대,부산광역시,500이상700만원 미만,약간 더 많이,약간 더 많이,훨씬 더 많이
53339244,20230227,F,40대,경상남도,300이상500만원 미만,약간 더 많이,약간 더 많이,비슷하게
53339253,20230227,F,30대,대전광역시,300만원 미만,약간 더 많이,약간 더 많이,약간 더 많이
53339301,20230227,M,50대,충청북도,500이상700만원 미만,훨씬 더 적게,훨씬 더 적게,훨씬 더 적게
53339347,20230227,M,40대,경기도,500이상700만원 미만,비슷하게,비슷하게,비슷하게
53339543,20230227,F,60대,경기도,700만원 이상,약간 더 많이,약간 더 많이,약간 더 많이
53339590,20230227,F,40대,제주도,700만원 이상,비슷하게,훨씬 더 적게,비슷하게
53339698,20230227,M,30대,대구광역시,500이상700만원 미만,비슷하게,비슷하게,비슷하게
53339762,20230227,M,50대,충청남도(세종시 포함),500이상700만원 미만,약간 더 많이,약간 더 많이,약간 더 많이
53339791,20230227,F,50대,경상남도,500이상700만원 미만,훨씬 더 많이,훨씬 더 많이,약간 더 많이
53339844,20230227,M,50대,경기도,500이상700만원 미만,약간 더 많이,약간 더 많이,약간 더 많이
53339880,20230227,M,50대,경기도,500이상700만원 미만,약간 더 많이,비슷하게,약간 더 많이
53339933,20230227,M,60대,서울특별시,700만원 이상,비슷하게,비슷하게,약간 더 적게
53339988,20230227,M,60대,경상북도,300만원 미만,약간 더 많이,약간 더 많이,약간 더 많이
53340240,20230227,F,20대,인천광역시,700만원 이상,비슷하게,약간 더 적게,약간 더 많이
53340284,20230227,M,30대,대전광역시,700만원 이상,훨씬 더 적게,훨씬 더 적게,훨씬 더 적게
53340311,20230227,M,40대,인천광역시,700만원 이상,비슷하게,비슷하게,비슷하게
53340386,20230227,M,20대,경기도,300이상500만원 미만,비슷하게,비슷하게,비슷하게
53340422,20230227,F,50대,인천광역시,300이상500만원 미만,비슷하게,약간 더 많이,약간 더 많이
53340486,20230227,M,20대,경기도,500이상700만원 미만,약간 더 적게,약간 더 적게,약간 더 적게
53340670,20230227,F,50대,경기도,300이상500만원 미만,훨씬 더 적게,훨씬 더 적게,훨씬 더 적게
53341070,20230227,M,60대,서울특별시,300이상500만원 미만,약간 더 적게,약간 더 적게,약간 더 적게
53341235,20230227,M,40대,경기도,500이상700만원 미만,약간 더 많이,약간 더 많이,훨씬 더 많이
53341341,20230227,F,30대,전라남도,300이상500만원 미만,비슷하게,훨씬 더 많이,약간 더 많이
53341475,20230227,M,60대,부산광역시,500이상700만원 미만,약간 더 많이,약간 더 많이,약간 더 많이
53341747,20230227,M,60대,대구광역시,300이상500만원 미만,비슷하게,비슷하게,비슷하게
53341833,20230227,F,20대,전라북도,700만원 이상,훨씬 더 적게,약간 더 적게,약간 더 적게
53341941,20230227,M,20대,서울특별시,모름,비슷하게,비슷하게,비슷하게
53341948,20230227,F,60대,인천광역시,모름,비슷하게,약간 더 많이,비슷하게
53342247,20230227,M,60대,충청북도,300이상500만원 미만,약간 더 적게,약간 더 적게,약간 더 적게
53342352,20230227,F,50대,제주도,700만원 이상,약간 더 많이,약간 더 많이,약간 더 많이
53342688,20230227,M,60대,강원도,300이상500만원 미만,약간 더 많이,약간 더 많이,훨씬 더 많이
53342712,20230227,M,30대,울산광역시,500이상700만원 미만,약간 더 적게,훨씬 더 많이,약간 더 적게
53342977,20230227,M,50대,경기도,500이상700만원 미만,비슷하게,약간 더 많이,약간 더 많이
53343060,20230227,F,30대,충청북도,500이상700만원 미만,약간 더 많이,약간 더 많이,약간 더 많이
53343065,20230227,M,20대,서울특별시,모름,비슷하게,약간 더 많이,비슷하게
53343413,20230227,F,50대,경기도,500이상700만원 미만,약간 더 많이,비슷하게,약간 더 많이
53343659,20230227,M,30대,전라북도,모름,훨씬 더 적게,훨씬 더 적게,훨씬 더 적게
53343756,20230227,F,40대,충청남도(세종시 포함),500이상700만원 미만,약간 더 많이,훨씬 더 많이,훨씬 더 많이
53343762,20230227,F,40대,인천광역시,300이상500만원 미만,훨씬 더 적게,훨씬 더 적게,훨씬 더 적게
53343871,20230227,M,30대,서울특별시,300이상500만원 미만,약간 더 많이,비슷하게,약간 더 많이
53344095,20230227,F,20대,강원도,700만원 이상,비슷하게,약간 더 많이,약간 더 많이
53344211,20230227,M,30대,경상남도,500이상700만원 미만,비슷하게,비슷하게,약간 더 많이
53344518,20230227,M,50대,부산광역시,300이상500만원 미만,약간 더 많이,비슷하게,약간 더 많이
53344538,20230227,M,50대,충청남도(세종시 포함),500이상700만원 미만,비슷하게,비슷하게,비슷하게
53344823,20230227,F,60대,경기도,300만원 미만,약간 더 많이,약간 더 많이,훨씬 더 많이
53345077,20230227,M,20대,부산광역시,300이상500만원 미만,비슷하게,비슷하게,비슷하게
53345576,20230227,M,50대,부산광역시,700만원 이상,훨씬 더 많이,훨씬 더 많이,훨씬 더 많이
53345580,20230227,F,40대,전라남도,300이상500만원 미만,훨씬 더 많이,훨씬 더 많이,비슷하게
